part_num,part_name,part_cat_id
18139,10316,2
1037,1113,2
19619,12864,2
1981,18641,2
1203,809,5
25754,19103,5
19276,21689,2
12722,15588,2
20852,17047,2
18117,21026,2
17757,7732,2
9066,10745,2
13407,24678,35
2445,3911,15
20816,7536,15
4219,14696,15
19118,17785,15
1922,25431,15
9233,5611,15
5891,9287,15
15171,8415,15
164,10312,35
24446,13091,35
17076,15422,35
10455,4817,35
6470,20064,35
12914,11475,35
15972,9666,35
11502,16132,35
17645,5044,35
962,18282,35
4088,13428,35
3780,19110,35
6584,15913,35
10400,19523,35
11812,12253,28
22101,14071,16
9774,20367,26
22405,7074,16
9195,24061,26
13766,13253,16
5434,5381,26
17105,9150,16
8211,11782,26
9376,3180,16
13685,5794,8
7746,6048,8
611,910,16
463,9988,16
6242,3551,26
16481,14440,13
23055,19555,34
4650,21478,19
14121,2112,26
1431,7292,19
9759,6058,8
19802,6981,23
1134,14727,13
20355,16492,27
9041,8604,27
1077,15384,32
23431,12706,26
10589,18429,34
10708,12587,34
562,11370,41
18997,25361,27
12100,5775,34
25539,23239,13
18947,13657,41
8866,7784,26
7862,300,15
18191,21214,27
9687,7210,0
11023,3514,0
1211,23137,0
3648,16693,0
21989,1112,26
15550,927,26
15970,1239,13
9045,24696,48
5236,8196,48
19809,3251,48
23529,14677,48
24779,18631,48
14609,11408,48
10172,20,35
16531,22502,4
3889,6617,4
11773,3304,4
22522,24529,27
5736,480,27
4150,672,13
10402,8748,13
20855,15101,27
1277,13139,22
22500,17534,34
1990,6952,2
9134,13979,2
7614,20891,13
20749,15239,13
1399,58,13
8332,4185,13
19265,4096,13
20526,2579,13
17158,11349,13
24075,6999,34
7775,7202,34
9503,6493,34
8216,4881,34
3335,13004,34
20414,4863,46
24368,1812,34
11080,9925,34
12559,19966,14
24673,21003,36
3892,22935,37
18510,24954,37
3151,22753,37
17732,22659,37
23140,4506,37
22378,6889,37
12857,23241,37
25674,18876,37
3039,11499,37
14460,11202,37
14511,1930,37
25511,8241,37
3193,3186,37
24241,13287,37
25454,3083,37
10885,22997,13
19229,13423,14
25599,3707,23
15474,7048,37
15610,13108,37
23009,5051,37
14053,19304,37
8559,4792,37
2094,11824,14
20512,10301,37
12259,10946,37
16408,1111,35
22571,12188,35
23602,18217,13
13149,4388,0
13954,18797,0
12059,11929,0
11610,5166,0
2352,1102,0
10990,8179,0
1358,14966,0
25046,6767,36
1585,10608,26
7701,10730,4
15462,17627,8
20420,13471,26
24438,10241,26
4164,25299,35
2785,11595,35
7674,19973,13
4350,25720,2
6842,18103,26
37,12959,28
25873,18149,32
16197,11573,26
5878,14361,26
195,19419,26
17774,379,26
14255,20570,26
23454,4025,26
25016,10242,22
12062,12261,13
2578,4291,37
12953,18096,37
2467,15400,37
12958,20428,32
9068,6067,32
966,10592,32
14927,2728,32
19055,9790,35
9206,1915,36
21959,18283,36
21938,5299,23
11817,16039,46
7492,22762,5
11373,9239,35
4266,12692,13
14530,15917,35
12088,21240,8
22103,13727,8
8558,20829,26
19780,15397,27
17048,1531,13
20770,4533,13
13313,12183,13
20055,11324,37
13902,9177,26
14218,14261,28
7711,24728,26
11211,5374,13
22317,3663,34
25107,14105,27
23640,22680,27
23563,4615,13
6312,22928,26
9352,14278,16
23425,6522,32
12404,23653,15
19471,2251,15
14507,1489,44
21256,21900,13
12760,18708,13
11287,12305,14
20309,14303,14
9138,1440,14
16362,76,14
2074,23893,44
11299,17595,44
6069,9442,48
19312,3942,48
9868,13114,20
6767,6836,34
7710,1420,31
24762,23657,31
10366,11420,13
8101,13723,13
25360,14757,13
7564,5914,13
16752,3073,19
6663,16099,19
4242,19586,19
13442,10295,19
16116,14472,19
19255,6692,19
6392,2606,19
11925,17721,19
14682,24871,19
8917,6787,19
19296,11970,19
23269,7251,19
17347,16708,19
18346,2495,19
3093,2804,19
22175,9607,19
578,12794,19
24327,4219,19
14664,5891,19
23365,17118,19
15181,11902,19
10911,25547,19
23511,1891,19
7195,20269,19
10012,21884,19
18666,8869,19
6952,9450,19
8579,14581,19
24170,8522,19
8886,12363,19
7248,22656,19
12675,25721,19
10756,12364,19
7315,5696,19
16906,17898,19
21107,14434,19
20404,8759,19
16772,15864,12
741,16363,2
14422,25105,2
17301,15332,2
20930,18278,2
10982,9668,2
19937,21282,2
2123,3862,2
11666,23200,2
14463,8520,2
4528,24997,2
10083,2386,2
12621,3567,2
24912,22416,2
13583,2430,2
3049,15072,17
12373,11964,17
5345,13795,46
8865,24218,46
1521,11637,46
9552,16552,46
15040,24239,46
1618,23061,46
4910,1240,23
19764,15395,19
5775,24509,19
6522,24235,19
20881,24755,19
18812,25568,19
15046,14116,19
9988,9104,19
8134,4420,19
16471,3661,19
3596,12872,19
21979,25187,19
12917,19479,19
23424,2663,19
17633,9158,19
17862,848,19
1952,16529,19
10710,16280,19
6184,541,19
10259,11322,19
15521,16356,19
24107,22663,19
2012,8941,19
18001,17545,19
23686,22458,19
18161,4531,19
17433,12343,19
21545,25707,19
24746,10563,19
13155,22690,19
12764,8138,19
19923,12333,19
23328,22690,19
8727,16759,19
14064,20981,19
20679,13980,19
20998,2604,19
14115,14720,19
16134,4083,19
834,13506,19
25411,20757,26
9182,8022,26
16337,20698,13
23955,21998,13
24274,13071,13
9183,1827,2
19207,6296,26
12515,15040,26
10146,4594,26
1694,13640,26
23782,21155,26
14658,20408,26
24357,11937,26
4319,9718,26
16436,9821,26
13418,17683,26
15408,6252,26
17240,23246,26
15909,11519,26
108,25587,26
13151,14160,26
191,8894,26
9633,22337,26
6093,20782,26
24732,3179,26
4459,6021,26
4965,22293,26
13053,4639,12
19827,22239,46
12591,5483,46
21635,24294,46
19479,20750,34
6489,3617,2
5042,19209,31
6835,13972,31
11000,18008,12
8835,13514,12
4966,21,12
10532,12145,12
989,11990,12
5359,3065,12
22449,11652,12
23054,19177,12
20467,11249,12
10276,6093,12
3494,5488,12
6861,15380,12
486,14656,12
25479,8310,12
23765,24429,2
8016,20162,2
18903,9998,2
479,14485,2
22871,13366,2
21245,15623,2
7348,19482,2
3699,2853,2
12844,22841,2
17049,327,2
23068,11366,2
4025,5415,2
25564,15011,2
11957,20660,2
4969,11590,2
5234,16005,2
24916,7118,2
12938,619,26
25907,8466,5
14010,20342,17
6699,18653,46
20819,4408,46
25212,10612,32
5410,9827,17
12161,14529,17
9662,6525,17
2182,8073,17
4299,25249,17
6683,9993,17
11441,23351,17
11435,24263,17
22803,14384,17
13072,18769,2
13233,7548,2
14529,18015,2
6178,12218,23
13441,9698,4
8030,15467,4
3390,15033,28
10871,24441,35
3530,7314,33
16227,23629,17
8689,13571,25
13628,21919,35
7658,19280,0
6448,8272,2
13911,1998,2
9849,20415,2
1971,1088,2
3735,19665,2
11191,7511,2
4594,599,2
13141,7296,2
21209,3773,2
10301,14175,2
6098,16479,2
13744,7584,2
11243,15442,2
23542,14227,2
9900,7962,2
13144,4371,2
7716,4578,2
8943,6807,2
20196,7293,2
24383,17772,2
6704,15833,2
18041,12607,2
12246,2687,2
968,3717,2
22024,7539,2
5881,18125,2
3241,14151,2
6057,22480,2
9245,9299,2
21048,18126,2
25341,24673,2
1111,14282,2
12379,6182,2
16678,25292,2
22917,25118,2
14988,7517,2
5925,16911,2
23685,22242,2
659,22535,2
16555,25757,2
19442,14984,2
12861,9222,2
6214,10532,2
3842,12593,2
19153,9415,2
2252,19216,2
14519,21125,2
17467,25377,2
6539,19247,2
4932,23703,2
24126,8690,2
24887,11825,2
10486,5949,2
1252,15304,2
2510,23110,2
11477,14357,2
15943,15505,2
5369,4872,2
25147,5750,2
6850,709,1
10961,13706,2
8796,14721,2
3812,13876,2
2344,9646,2
17892,6646,2
2276,3062,2
25520,10516,2
17355,7394,2
12645,3822,2
237,22605,2
21930,25480,2
20927,25244,2
12932,7530,2
17098,23362,2
21601,9089,2
24193,25648,2
3734,6586,10
15072,10698,0
23665,170,0
23451,16448,0
3007,7490,0
8025,19666,17
6101,7925,23
17094,15097,26
15961,10578,26
6490,15139,26
22688,23356,26
21171,20073,26
15287,22057,26
3238,5368,26
5603,2887,26
8260,10357,26
17307,17172,26
12558,21621,26
2469,21049,26
23875,16398,26
13252,20324,26
10341,11269,26
2332,25210,12
9257,9639,2
16972,952,2
21390,6271,2
3795,20318,1
12316,15198,1
15842,18785,2
9199,23232,2
24054,20423,2
5429,6205,2
7145,22834,2
21557,12155,2
15765,16642,2
1056,722,2
15913,8222,2
14660,18768,2
4620,3652,12
11886,25694,4
22341,20909,2
25842,21666,2
10222,19769,2
17966,22560,26
4831,13073,2
24177,2589,23
18917,14715,2
24559,8993,2
3367,5799,2
4335,6350,2
22303,23416,2
8589,14147,27
19708,19294,27
10384,7059,27
9881,25358,27
14842,21818,27
12032,18909,27
14669,11504,27
4573,21803,27
12193,17495,27
12966,777,27
21369,16999,27
7055,11608,2
16418,14957,2
25764,23850,0
481,3315,0
20657,12345,2
25683,17091,2
2829,23979,2
4895,8863,2
22669,13695,2
11010,9019,2
1748,5771,2
12989,17336,2
2814,20683,2
17005,13968,26
12698,11815,0
16938,13094,0
18049,5522,27
19289,16731,12
6829,18112,12
25467,19282,12
13318,21644,23
10264,1410,12
15397,7341,46
19122,20128,46
12896,6372,46
25996,15665,27
19696,20051,26
15682,4325,26
14955,20363,0
16725,1386,0
18626,9233,0
2498,3049,2
19365,14922,2
1837,16140,2
10161,9033,2
23020,21089,0
16057,12318,26
749,24633,46
1752,11496,0
1720,24199,2
24089,4891,2
22256,9549,2
16190,12862,2
13360,527,6
17724,25565,6
9373,24037,48
18908,22361,48
24358,2709,5
12197,16589,17
19177,19318,33
17087,23227,33
9032,15245,4
21401,21247,4
14224,10086,36
21645,10656,12
7899,5398,12
18664,10926,12
8833,5413,12
23159,2355,4
3990,6017,46
7617,11922,17
2350,16990,17
15782,25142,17
23311,6567,17
5726,12828,17
9564,20217,17
22484,17903,17
3396,11045,17
12891,18468,35
14623,4673,26
9286,1527,22
2916,15891,22
4938,1341,22
6795,12417,22
3902,2590,12
7517,9937,12
20882,19564,20
20156,14651,14
12754,23057,14
1266,19077,14
14866,25609,14
9851,20266,23
3854,16072,35
22404,14403,23
26001,7646,35
11451,3593,35
20093,24626,8
4204,11429,8
9955,1549,8
13965,1245,4
21888,16657,26
10714,5425,32
7672,22171,4
4679,1909,4
9273,1787,10
6837,10927,4
22156,20887,4
13870,738,36
12464,14605,4
18780,25133,4
24009,19374,4
6843,5474,36
6463,14978,4
22634,23768,4
3334,4665,4
15221,23238,4
18873,15582,36
4191,11804,36
8358,3832,4
4774,21461,36
5169,19972,4
6553,14967,36
14427,19267,36
2493,10782,36
19377,2641,36
23443,11030,36
16297,6665,36
23062,7619,36
17138,15234,36
932,19180,36
5328,24115,36
8240,19986,36
15904,21305,36
3027,20556,36
12829,7599,36
22914,24169,36
20624,551,36
18087,7609,36
12345,19034,36
5355,16775,36
19698,1517,36
22596,15000,36
1385,7111,36
11807,22836,36
20056,9563,36
5799,15689,36
10720,5875,36
7774,9749,36
10130,24160,36
5936,4389,36
1409,7741,36
8588,9844,36
6313,18587,36
3816,18617,36
6225,7508,1
11601,6329,36
16028,22779,2
3168,24540,36
16884,17633,36
15664,1236,36
22847,3007,36
6937,1251,36
24015,2266,2
22499,19224,36
23813,16549,36
6787,24272,2
21282,19506,2
20041,10949,2
15950,12395,2
20779,20190,36
11780,9498,2
6983,17061,36
1592,24148,36
98,4626,36
329,9108,36
24739,20808,0
12524,20798,0
16214,4989,12
3340,17493,4
16942,16197,2
3218,2422,46
25957,8843,35
20300,21000,16
14520,4061,35
19786,459,25
13412,8572,35
10728,5759,35
17380,17767,35
302,24041,35
19812,16095,17
4294,4084,17
21358,8203,35
23038,20430,35
2063,23632,35
15043,16131,35
23699,21678,19
15272,9093,19
4462,14061,19
5227,15032,19
6642,4445,19
19192,25598,19
17196,20529,19
11723,21504,19
1572,22549,19
9351,2681,19
14183,13568,19
3549,844,19
12037,11238,19
4139,18507,19
2577,8432,19
16458,5312,19
3768,3439,19
18696,7143,23
4554,8332,1
13351,2858,1
24734,9117,1
22159,22345,1
13005,18807,19
3000,24710,19
22772,14200,19
20870,5073,1
8990,3166,19
22725,7880,19
10638,19124,19
5510,25088,19
12852,12974,35
2321,8658,46
9128,23105,46
18086,3711,46
19462,6612,46
2989,25701,46
10229,21445,46
2380,19631,46
22149,9035,46
23828,13950,30
10254,4787,30
15929,9625,30
7256,13409,30
12384,5721,30
5977,20050,6
12770,3874,6
2723,2329,6
14618,25308,6
4345,12887,19
18849,2505,19
5549,13839,16
17567,11149,35
15215,17361,35
17723,23690,35
696,18204,34
12192,11886,4
2097,18718,33
22508,15528,33
5089,5036,35
13816,14399,35
11857,2437,35
14346,4751,35
6389,25272,35
15585,16718,35
17279,11766,35
18151,396,35
5172,1476,35
21066,13833,28
20045,1885,46
25660,11354,46
5835,7039,46
4592,16023,46
13393,13738,10
4222,417,22
25433,5961,22
16378,17709,22
17796,6995,22
660,4067,22
2843,15571,22
1537,12764,22
7456,12635,19
10928,3168,1
19068,10733,10
7282,4640,35
18870,23298,1
17038,12492,10
2943,19031,1
12571,12223,1
5020,4091,1
9062,13764,1
4559,1200,1
10466,4655,1
16444,24375,1
2804,2310,18
20111,22943,9
6383,12454,9
18293,7840,9
7847,3539,18
6282,11803,9
6672,10542,9
25862,17855,9
7717,19257,9
22230,55,9
8964,21082,9
24114,140,9
8672,8933,9
20373,16145,9
7618,16288,9
293,2528,9
9241,15519,9
7086,1392,9
16568,23330,9
16928,16135,9
24497,16302,9
6055,15043,9
15476,8739,9
9698,684,9
10993,21105,9
14613,5615,9
8254,1344,9
18479,22681,9
15303,1733,9
23444,4297,9
16519,11555,9
21105,24526,9
2432,25152,9
9426,3583,9
10839,4714,9
14090,23314,9
17637,2672,9
445,24467,9
21886,22688,9
2928,11995,9
20700,14389,9
21326,14285,9
11142,16,9
14192,14421,9
2758,8214,9
2782,9152,9
622,3155,9
6846,25375,9
6305,920,9
5165,8680,9
25006,22893,9
18116,14891,9
14143,5489,9
6397,20398,9
23432,13413,9
14004,16752,9
19236,8844,9
17700,8463,9
13805,18518,9
9357,18715,9
17191,7102,9
18909,3954,9
24663,23323,9
20936,24707,9
12951,274,9
21404,5251,9
20616,20199,9
13052,11965,9
16633,11188,9
20957,24096,9
8059,8282,9
12711,20443,9
10322,22686,9
10075,6571,9
2821,689,9
5128,13757,9
6569,18132,9
23823,14265,9
16371,4367,9
18731,7690,9
10630,3129,9
16338,10868,9
6118,9319,9
10634,25532,9
16274,24373,9
7573,1381,9
17574,5127,9
21696,2305,9
20431,15927,9
17622,16286,9
19652,22103,9
15056,20267,9
8096,6820,9
15146,25228,9
23833,18567,9
8729,18175,9
6141,7130,9
15327,12690,9
24870,5287,9
17888,6677,9
11161,12374,9
6537,23830,9
12846,3335,9
953,2946,9
3963,11908,9
24199,4642,9
19048,15459,9
18663,10268,9
22414,11888,9
7991,14932,9
23610,16353,9
5210,1423,9
8392,3234,9
21913,17369,9
9942,4401,9
11196,16926,9
16292,13606,9
9574,10306,9
24244,9716,9
2192,15862,9
13951,21030,9
6309,21925,9
18506,4712,9
5019,16331,9
2721,16500,9
15486,23287,9
22646,18854,9
11112,21053,9
22922,21831,9
24187,7559,9
14508,1942,9
17042,14526,9
13274,15424,9
18668,9699,9
12414,11096,9
3428,17175,9
11354,10830,9
6874,18519,9
22382,12972,9
14333,10050,9
6143,10152,9
2277,4643,9
12251,10143,9
9533,3997,9
24836,21585,9
24036,11356,9
844,12715,9
13244,2851,9
25606,8804,9
20231,3713,9
15980,2346,9
2224,17615,9
52,11911,9
16911,10817,9
13522,9837,9
15241,19553,9
18255,17004,9
3401,6415,9
10197,21763,9
8074,12071,9
11136,1264,9
23290,16669,9
2793,12071,9
7744,19462,9
23386,3319,9
11486,19125,9
13995,12894,9
131,6160,9
8451,18358,9
1094,25351,9
11194,12929,9
1009,24219,9
23693,20768,9
6816,8807,9
7395,12420,9
11999,24638,9
19136,4391,9
527,4571,9
8024,20284,9
36,9028,9
23318,4688,9
20880,22297,9
16172,2603,9
2202,4888,9
11944,24629,9
9414,20733,9
3964,4333,9
12207,3122,9
8624,9423,9
18784,992,9
1936,7482,9
16991,17366,9
10136,4786,9
12968,11533,9
20011,18418,9
22000,21442,9
13585,7595,9
25350,24305,9
22236,13659,9
4518,7785,9
14158,10279,9
5780,19800,9
9397,800,9
10066,23169,9
7495,984,9
4912,24588,9
4671,18301,9
9807,587,9
2770,3262,9
563,20714,9
25998,18565,9
19915,3635,9
22004,2882,9
12634,7023,9
24607,19994,9
1714,18067,9
21141,2093,9
16464,23041,9
25335,11777,9
21520,14914,9
17156,2952,9
20619,17763,9
10313,3854,9
24976,14971,9
8112,13530,9
19170,9008,9
11715,5589,9
4790,5161,9
6196,19475,9
12684,13289,9
25063,16664,9
14939,19432,9
11658,13378,9
17100,5915,9
23697,20414,9
1579,20755,9
11237,3229,9
4829,16186,9
9417,12157,9
16618,2916,9
4165,9564,9
16058,8165,9
5515,16360,9
19458,18992,9
23651,22051,9
4509,4035,9
14868,12480,9
22660,13342,9
10867,3580,9
15013,17599,9
13751,14412,9
2856,10929,9
1863,14549,9
16470,19562,9
9150,12328,9
8705,23388,9
4467,20753,9
14640,5508,9
2262,14759,9
21084,23906,9
11873,20587,9
7016,6141,9
22836,18950,9
3025,3610,9
17316,25216,9
13711,18748,9
17230,14248,9
11079,23411,9
8300,1846,9
919,462,9
7048,25767,9
23481,17987,9
22079,14895,9
13609,20444,9
5562,104,9
20363,9957,9
2962,5055,9
10556,6207,9
14837,13038,9
5419,16743,9
5876,8838,9
1255,9797,9
16372,13473,9
20530,19959,9
5932,12965,9
10549,15996,9
19905,3497,9
19712,7243,9
25211,22832,9
9852,4995,9
15975,24154,9
6782,7968,9
4128,3525,9
20338,10867,9
5298,2036,9
16581,1860,9
12690,4862,9
17270,25131,9
20969,24609,9
23177,21563,9
24823,11143,9
1509,19945,9
17659,11120,9
4564,24980,9
23448,16058,9
7003,9869,9
8281,1862,9
10473,14391,9
24821,9622,9
3698,3594,9
18208,20461,9
17448,19398,9
14299,21093,9
197,3668,9
13678,22852,9
24594,25098,9
8425,1318,9
22649,22410,9
9547,24172,9
19885,19519,9
1342,23942,9
1107,2723,9
6620,23271,9
10317,8579,9
1735,8213,9
8377,14830,9
9246,6088,9
4837,9,9
14719,9234,9
116,6859,9
11016,8987,9
2550,17426,9
6133,19082,9
24419,16238,9
4748,13295,9
22151,2006,9
19838,21654,9
13116,10576,9
13487,22395,9
22817,9056,9
11352,8355,9
19949,5960,9
8725,6648,9
11256,14291,9
22761,4795,9
16442,1907,9
14573,19525,9
10539,21801,9
18022,22102,9
22262,1275,9
6579,1668,9
24385,10763,9
18108,21017,9
14239,11966,9
20171,20636,9
987,7279,9
17411,15645,9
2691,11362,9
9531,7084,9
25399,18430,9
20510,25560,9
21802,13655,9
17244,15963,9
7504,19465,9
24632,12512,9
15023,3329,9
15819,13277,9
19632,14923,9
2199,6917,9
6913,19755,9
23124,9301,9
13568,25394,9
11908,10518,9
3797,25278,9
25157,18140,9
7429,18918,9
21273,22468,9
18120,5507,9
7801,305,9
20924,14846,23
25551,23896,18
4543,13001,18
1583,17687,9
5028,2944,9
4743,947,9
8728,23999,9
5443,6835,9
18583,2944,9
24787,11325,9
16433,1395,9
9515,8210,9
2687,21702,9
3900,11434,9
11447,2152,9
8869,17182,9
7062,16689,9
11087,24513,9
6560,3298,9
9271,10661,9
16000,2700,9
24974,13388,9
22460,4500,9
5720,17306,9
5011,13450,9
13852,24443,9
25417,7211,9
17602,1323,9
8506,18922,9
25883,15537,9
11930,25030,9
21899,25366,9
23996,6918,9
23945,14121,9
16425,78,9
5083,14033,9
2966,8881,9
3502,12747,9
6156,5195,9
20504,12144,9
21160,5742,9
10045,14768,9
18223,14123,9
15609,5952,9
15690,11994,9
22889,2582,9
10092,15021,9
6035,1221,9
8973,6756,9
13470,20255,9
23814,9886,9
9683,20458,9
17103,19476,9
5655,2399,9
23200,5249,9
15386,25753,9
20065,23809,9
5563,14115,23
22662,14056,9
502,6337,9
5558,21382,9
23870,4072,9
21010,13007,9
16174,15973,9
17273,17442,9
24498,17522,9
9993,10011,9
25844,18566,9
20482,19643,9
3840,4199,9
16954,17751,9
4369,14821,9
10707,6666,9
23078,11925,9
18805,10331,9
3199,4581,9
9903,7580,9
19417,12763,9
21195,4396,9
22749,23334,9
5119,18965,9
14412,21615,9
10930,17727,9
16804,17967,9
18359,13707,9
19558,2012,9
15637,19938,9
13024,4065,9
13285,6884,9
19285,23490,9
3108,6681,9
19249,12280,9
21702,9740,9
12281,24956,9
10612,13977,9
22352,20971,9
4302,7551,9
5898,14674,9
23387,6343,9
12742,11364,9
21736,2215,9
3971,24995,9
7805,11074,9
13534,9348,9
15870,16600,9
4548,22156,9
15801,2441,9
19932,2187,9
5362,14454,9
18077,17207,9
11436,24918,9
5153,10789,9
4683,712,9
11177,2821,9
2181,17114,9
23116,2317,9
17074,4593,9
21342,20848,9
560,4527,9
8523,8665,9
20464,16890,9
16109,13658,9
11697,7847,9
22900,6056,9
14633,1903,9
24745,3545,9
21722,18664,9
21029,24821,9
17009,11525,9
18067,1542,9
13836,22806,9
177,24503,9
1153,15942,9
8771,4755,9
1378,1634,9
23477,6946,9
16479,1792,9
14830,8778,9
19770,5682,9
17020,5678,9
7540,3489,9
19220,7046,9
2710,276,9
9735,24908,9
21082,4706,9
17957,18561,9
22735,5980,9
17845,19239,9
14068,22601,9
19647,14169,9
22456,8949,9
18674,1650,9
24631,3868,9
20193,12302,9
2322,7514,9
13150,19735,9
18459,9542,9
23205,388,9
790,9746,9
2876,18219,9
20084,12957,9
5604,5268,9
10694,13113,9
487,4558,9
16391,11960,9
18074,6268,9
4590,23427,9
2339,16299,9
17787,14808,9
22114,19157,9
13708,19747,9
1150,4422,9
14104,13708,9
10306,16619,9
25438,13882,9
4547,3869,9
13057,17055,9
5062,1484,9
16218,19389,9
1589,10269,9
23891,17750,9
3914,13656,9
12471,570,9
18243,4723,9
7278,24363,9
24078,18920,9
23304,21973,9
11228,16419,9
15622,11124,9
25917,18604,9
16670,20632,9
10318,19431,9
3453,17367,9
7849,2283,9
12162,2594,9
1006,18651,9
12089,23586,9
11471,25024,9
627,13405,9
756,21033,9
18726,24558,9
22797,22133,12
5000,8614,18
21058,12016,18
18895,24454,9
10872,14245,9
859,14572,9
11490,13180,9
17766,20913,9
24232,14397,9
360,17007,9
13314,24035,9
23572,20384,18
5698,21713,9
20152,10449,9
498,23485,9
13675,20424,9
21052,24185,9
1288,17630,9
19659,11132,9
21804,1340,9
4100,20997,9
1983,24951,9
9738,5043,9
6119,23555,9
17589,10118,9
16092,22447,9
12888,24862,9
25713,20521,9
10511,16725,9
12807,8096,9
12679,6957,9
9445,5012,9
19736,11559,9
4712,12124,9
5658,22476,9
25540,16650,9
3678,11901,9
1047,10154,9
25476,13576,9
14093,4454,9
18901,18095,9
9160,13748,9
20105,6135,9
15487,13809,9
333,4668,9
22614,14601,9
24971,21889,9
9571,3537,9
1908,429,9
10732,21680,9
15752,18891,9
12399,7510,9
8273,25134,9
10583,25764,9
19414,11872,9
8197,15321,9
1923,5263,9
22605,6628,9
7039,25657,9
9304,3816,9
2706,22713,9
21149,1673,9
19126,3305,9
15788,22628,9
22602,23767,9
18585,12984,9
19015,5128,9
6145,25090,9
11838,3507,9
6807,4818,9
18658,18635,9
12072,17223,9
7738,1773,9
10004,14202,9
18064,14150,9
18609,25432,9
298,22294,9
24423,18668,9
145,24108,9
16863,4802,9
522,8387,9
9728,19064,9
12106,22591,9
15334,15186,9
594,17480,9
2436,14692,9
17847,8526,9
699,15348,9
25955,25469,9
9998,1940,9
16122,19483,9
6467,16658,9
16434,22119,9
18396,18498,9
25049,14358,9
18814,18354,9
21584,5901,9
9858,17982,9
9764,12802,9
13519,21552,9
20095,3674,9
19902,2064,9
14601,2163,9
2524,12651,23
17391,19842,9
15281,5078,9
3177,4846,9
23197,776,9
9634,5392,9
6615,23661,9
5125,5917,9
14304,15218,16
15555,25548,23
18497,13133,12
19987,10189,12
23741,15989,16
2169,16612,16
8775,8768,26
24672,5277,15
25806,3016,15
20000,25580,15
16758,16208,15
24975,7190,15
3081,1695,15
22180,1132,15
14550,3081,23
19082,976,16
24605,4555,16
14244,8292,46
13893,2403,15
19841,15961,15
8037,5959,15
18972,21459,15
10523,23069,15
10287,15769,15
3822,856,23
16328,25065,16
19789,20412,16
1531,3913,16
4569,14469,16
4122,21505,0
7219,20870,16
4062,22384,23
6958,2868,23
11349,8531,23
25149,21389,23
18934,11154,23
2243,16342,16
5056,22094,27
15392,23985,23
8931,15410,23
18706,25259,0
5695,24434,0
13465,22338,0
1089,12263,0
9717,18551,3
25352,4288,3
23413,22021,3
249,491,3
1110,19867,3
21184,23290,3
23090,6610,3
13762,13646,15
13439,21951,3
679,23177,3
18419,19226,3
24510,5321,23
15464,229,23
8466,23456,3
8688,24792,3
8654,2602,3
5594,19908,23
16336,52,3
12824,993,3
25515,13338,3
1886,17885,3
2573,419,3
8684,21785,3
1669,15610,3
22709,15030,3
24128,4776,3
20843,25251,3
14819,18392,3
22963,18302,3
13181,17568,3
8171,12912,3
17817,7435,3
17397,7495,3
25857,8599,3
3067,15443,3
9421,14099,3
14950,20806,3
19145,23886,3
735,1859,3
21412,20955,3
15376,22245,3
21293,21427,3
2232,23689,3
11163,1293,3
8851,5881,3
20913,12160,3
1964,17611,3
2753,24668,3
22076,16562,3
1046,1625,3
13348,20307,3
7999,16929,3
2511,18574,3
9820,8217,3
18477,3734,3
1794,7473,3
5701,9908,3
5398,7606,3
13999,18860,3
12527,5095,3
6360,24879,3
2838,20114,3
24295,20176,3
2824,25129,3
16361,1740,3
16311,13736,3
8922,9573,3
5995,10231,3
26003,6700,23
18882,12718,3
21382,12260,3
5341,10623,3
24980,6028,3
23622,11623,3
327,18385,3
11790,10320,3
11515,24132,3
13316,9486,3
10489,8754,3
18398,13805,3
12398,17670,3
190,25379,3
18105,25479,3
23612,21653,3
9704,19727,3
22375,20734,3
19449,22518,3
14545,24206,3
22570,25208,3
21999,23034,3
23713,11971,33
3191,5495,23
8708,16333,33
3609,17512,3
9935,19457,3
23539,19042,3
21579,11714,3
11620,16217,41
2565,8346,23
23184,6744,3
5849,13107,3
14584,14687,3
9401,19949,3
22121,15382,3
4051,4815,16
25882,4554,3
16796,16343,3
25267,24663,3
11576,24891,3
18534,831,3
1405,16499,3
434,15266,4
5766,7842,33
25370,11028,28
11170,13858,28
17464,11541,3
2028,210,33
21920,7174,33
20083,1106,33
24582,4133,33
916,8862,33
1943,8896,3
7913,5168,3
25030,2885,28
8810,11892,28
24460,18311,3
19651,20724,28
13616,9961,23
15411,23306,16
24965,15741,31
2353,6406,3
14119,15326,3
9912,8277,3
18028,310,35
31,24232,3
20303,11042,3
9009,21270,3
2512,2695,3
4271,25013,3
13085,23628,12
25570,7813,23
11683,6902,23
920,9602,17
8439,2055,23
7196,5748,23
20327,2825,23
14188,6894,16
14108,14762,16
23826,3597,16
15725,12893,23
19214,15005,23
21948,16861,23
1349,25138,12
2847,11287,16
16825,4342,3
6102,21510,3
23231,24731,3
5403,27,3
8252,19098,3
23886,6513,44
24245,23740,44
11878,5657,8
6989,1070,8
19076,15288,16
14540,1546,16
5899,21845,23
1540,25481,16
14207,16089,8
15440,9196,8
16399,10840,8
15960,24571,8
14083,5648,16
4908,11327,31
15888,811,16
16918,19871,31
12519,21145,31
1957,4973,23
25083,10766,16
13215,25075,15
9685,13172,16
21991,9102,15
5003,785,12
24184,9254,12
17597,1986,15
6060,6650,40
22310,299,15
22782,4772,16
21600,3366,15
16326,13343,16
2631,12532,16
22238,12075,23
