part_num,part_name,part_cat_id
17586,169,26
11555,2397,26
21767,1338,26
25895,1964,26
20873,4559,11
24576,14488,8
20459,10073,23
6734,7982,26
970,1164,26
21187,20604,27
18063,17900,8
6381,11003,36
25528,20080,36
14765,15489,50
20990,12471,26
17839,7401,26
608,6192,26
11219,13439,26
19526,25729,26
23543,2339,23
15896,2556,27
3725,20366,27
10452,22400,27
87,9808,27
15662,16088,27
15145,23195,27
7956,7955,23
582,16538,12
23920,7181,23
7811,19914,12
22976,8441,23
12476,11388,12
791,11996,23
6047,12152,12
12583,20815,23
8267,21378,12
17222,317,26
12467,565,26
12053,15472,26
3413,22862,6
24931,17228,26
9089,9352,26
10230,5088,23
23420,20413,27
20856,13379,27
18135,24648,27
22428,2063,27
25633,25673,12
6891,16530,26
3142,5812,26
18247,22730,12
3060,11265,26
24172,8347,23
15460,14193,26
22278,4514,26
1994,10590,26
11669,3798,26
10273,11846,26
7241,3406,26
23469,2043,26
7135,9138,26
3198,9516,26
15341,2611,26
7827,23615,12
16845,2025,16
25043,10270,35
3628,11111,23
1226,12372,27
4444,11897,23
23352,2483,27
18085,4799,16
381,8302,12
4460,24724,12
6172,12990,23
17675,14619,12
4212,723,12
565,9608,12
22842,16645,12
14378,11296,12
25056,7735,12
271,20186,12
6556,10310,12
17749,3880,12
4287,25573,12
25120,20021,12
23174,5431,12
342,6438,12
22927,20899,12
680,23684,12
14679,4749,12
17907,1665,12
11672,7502,12
4891,1375,12
9316,20117,12
14693,19604,12
9207,7359,12
5857,20097,12
2557,18999,12
8681,14100,12
15514,9160,12
514,20966,12
14325,21328,12
21526,11317,12
9136,1477,12
20673,14663,12
21618,1914,12
3132,6186,12
11321,5015,12
7365,14854,12
19033,13193,12
22178,17093,12
17968,22340,23
20447,25233,12
17438,16614,12
7620,15345,12
18106,20992,12
20634,24068,12
9607,12602,12
21063,9813,12
8713,17250,12
15470,11630,12
24215,136,12
2566,23471,20
11962,466,3
23739,118,3
21900,1997,3
8022,7231,27
11114,20703,27
6957,10964,27
10675,20940,27
14009,15855,26
24124,23299,27
4019,10975,12
24350,5072,12
4077,11870,16
10603,1343,26
24066,16894,12
20276,15766,12
1779,25115,12
25468,18228,26
4584,7075,16
14242,13928,3
6797,6852,3
2245,9619,3
782,25165,23
12775,10072,3
4413,25687,12
13019,17583,3
21173,19614,3
5722,172,3
10019,220,3
20952,4433,39
4364,21697,39
10201,7162,24
7659,14989,24
13923,10156,25
2325,7723,39
8371,2798,51
7084,7330,28
2402,25662,16
19017,5227,3
4624,2385,16
13972,16776,16
8849,5454,3
344,17702,3
12050,20801,3
19287,21809,3
19092,12840,3
11092,15974,3
16144,20688,3
411,6945,16
18391,8598,3
11947,7389,3
2337,23716,3
13959,17920,3
9871,3192,3
18482,2264,3
22778,17769,3
15106,2509,3
7580,8699,3
804,10780,3
13666,650,3
5253,19714,16
717,19547,16
18142,589,3
4280,6862,3
17587,8031,3
15747,15485,3
9526,9619,3
18039,23355,3
8926,23975,3
19373,5780,3
2117,24229,28
12552,989,28
13702,2580,28
20591,4556,28
15257,16060,3
11341,1804,26
24037,7284,26
9927,14506,26
8759,20751,12
3159,15468,12
18347,4560,26
20895,13596,26
24084,25282,26
12324,23126,23
2203,10905,26
20978,18439,26
25124,22097,26
10113,584,26
1826,1272,23
7153,10844,26
21914,18672,26
10091,23508,26
18370,13783,26
24417,18786,26
20379,11982,26
9454,18517,26
16516,3902,26
3675,1993,16
20955,24964,3
14075,2746,34
5683,16184,3
2354,20438,3
2871,2950,16
4716,4889,12
11058,17562,12
10782,1040,12
23094,13801,12
15300,683,12
8648,19291,12
25545,13635,12
5541,9663,12
16908,2895,12
2911,21314,12
2167,22574,12
25492,10388,12
11766,974,12
25250,9474,12
24946,23608,12
2119,7512,12
11324,371,12
25816,770,27
1818,15263,23
24697,25170,26
1105,4977,23
23760,19379,26
12328,8992,23
15776,23277,12
25675,1080,23
23841,6210,12
10278,25220,23
2648,5792,12
7550,16747,23
2806,25645,12
22466,18752,23
4306,7194,12
5543,8734,26
4773,21343,26
4692,13198,35
134,2877,3
15126,22783,3
22111,11943,3
17056,24270,3
3537,14020,23
22020,303,19
22913,18531,19
13220,1138,19
15780,5940,3
25203,14379,16
3378,20275,3
18576,17372,16
9930,23322,3
17108,13127,3
13420,14051,43
7690,11651,23
24369,17068,14
1282,24333,26
3456,15938,6
9404,13936,26
9960,20624,26
65,8819,26
22972,25574,23
7768,18764,12
5231,12590,12
13993,15784,23
14651,18642,27
19275,23491,12
11320,4652,12
23596,13786,23
2302,212,27
11039,15193,12
15263,23535,26
4597,5631,23
21763,14503,26
12017,24784,23
24182,11253,26
13127,10870,26
15107,1053,26
14536,10342,26
13613,4289,26
8298,4405,26
3508,18236,26
10000,8825,23
20670,14745,26
20142,21114,16
24443,2530,16
14055,21809,3
9679,6852,3
22950,4856,36
5715,5703,40
3718,8489,3
21709,1526,12
15282,10924,12
6358,25304,12
14165,205,3
4847,12246,16
9909,8761,16
15488,1291,16
12530,23593,23
23103,8860,23
13312,3879,23
9867,4553,3
5870,6660,3
1219,12460,3
16540,19836,3
22799,6956,3
8202,6956,3
7582,12689,3
4552,2889,3
17112,8540,3
16012,21791,3
23749,2229,3
13491,14004,3
21227,12966,3
13703,16393,23
21666,9756,26
24512,1656,23
2168,9761,12
5921,8052,23
11909,22482,12
19697,21009,23
22867,282,12
4359,2928,23
1355,740,12
7014,18277,23
13197,19739,27
20839,21460,27
6894,4013,27
14013,22188,3
16066,8494,26
17101,5305,3
16233,1709,3
9039,16456,12
11343,1238,12
21977,5609,12
19836,17140,46
20508,7867,3
12386,18790,3
18271,15458,5
6967,25759,12
12405,22880,26
13457,21829,16
19482,14363,26
13277,6251,26
6710,22261,26
17095,2847,26
12923,4126,26
20377,12202,26
11106,20649,3
3687,7736,3
24237,7173,28
8912,17744,28
2855,9298,28
9596,16301,27
12377,19415,27
8420,898,27
3955,25298,3
8382,24595,5
10662,25110,3
20827,3530,16
17541,14584,3
7779,12671,23
21038,8640,26
22019,20677,12
9224,2079,12
14587,10526,12
15653,18078,26
21546,1932,27
19505,19277,27
20967,15869,27
21659,21300,27
23191,21025,23
15619,14602,27
21927,23222,3
11246,3741,3
19759,1550,37
21883,21011,3
19523,3160,3
20161,20476,3
713,20926,3
19999,19143,3
23878,4251,3
20516,15143,3
23964,772,3
6450,16550,3
746,16116,3
10226,14094,12
662,16557,36
6084,16491,5
24589,5919,26
337,4097,16
16552,6276,26
1371,24355,27
17598,13491,26
23708,22626,26
17256,22941,23
19611,14021,26
10524,7977,3
5509,13838,3
24767,13068,3
10285,3039,3
12565,12844,3
9512,20780,26
13857,8590,3
6753,24048,16
1280,9025,23
12487,8081,12
16648,9833,27
24555,23713,23
17053,1014,40
8344,3691,23
21156,13941,40
17523,2468,27
20234,18853,23
416,5789,40
9056,4276,3
353,20201,23
24474,14008,40
15901,4510,3
20534,11985,36
123,7366,3
181,8886,23
8107,6786,27
18249,16810,27
2816,1363,27
24219,10108,26
10080,10959,26
14750,19008,26
16592,20549,23
4272,5020,27
9290,23613,23
7157,24554,12
12154,5211,26
9595,3806,23
12769,9836,12
14190,8259,6
9576,22903,46
23636,13967,23
1030,2186,12
7978,20337,23
4321,11763,12
3024,10304,46
19320,17027,26
11737,6863,26
2372,9598,26
7352,5871,26
6722,1190,26
25968,25599,26
17674,23570,26
18417,19798,23
1581,18356,26
42,22505,26
1363,13443,26
17444,4248,26
22828,9402,3
16576,7991,3
2478,22454,3
9711,19835,3
6728,10872,26
5773,10120,12
21057,7914,12
1685,5273,27
5829,11359,27
2931,13939,27
11,15014,27
10329,8246,23
18405,1041,12
3229,2511,26
5743,3994,26
28,21722,12
15505,19584,12
3671,8148,26
1805,16059,23
20366,3516,26
2455,3787,23
12756,23300,26
4981,905,26
2740,20824,3
24041,2655,3
5265,14294,3
18746,17001,3
722,25558,3
13765,8208,26
10508,17970,26
24883,20196,23
23847,12789,12
6632,13162,12
812,4337,12
19201,2260,23
19993,11157,26
25078,11540,23
22636,3643,26
7603,1602,16
6889,1259,23
15540,12979,40
11548,3411,16
10701,11703,16
22142,22898,3
15182,9885,12
11095,8977,26
7075,8899,3
13365,17890,3
16721,13003,3
11731,19861,3
6404,4299,3
5615,235,3
6724,5536,3
6942,22322,3
66,1541,37
8709,17399,37
2453,5976,3
16286,9420,26
17924,6222,26
4582,13237,26
24927,15821,36
20221,19143,3
10715,2872,3
5944,7679,3
25639,2494,28
10712,16901,3
17540,8115,3
18604,94,3
24889,25012,23
5650,10202,26
3395,19386,37
23926,17291,3
13247,691,23
25104,1430,12
24508,11831,12
25202,21599,12
2347,3414,12
5249,11612,26
13490,2951,3
8767,13169,37
1119,10775,17
6473,18802,16
12570,18287,25
17612,16515,48
697,23701,23
7120,11737,37
12607,7089,44
460,331,30
6547,9165,3
25704,2223,3
2576,3254,3
20748,23969,3
12546,16565,30
4450,20228,30
887,15121,30
8785,11599,30
7929,5623,16
25627,14754,16
3555,19080,16
7293,7423,16
19546,8276,3
11041,20520,26
6177,24711,26
13607,6014,26
4145,9378,26
23259,21066,16
9566,20346,23
2408,20130,26
24600,4741,12
18446,20095,3
18821,2595,26
7022,23279,29
5178,15954,37
2103,20576,37
15340,10787,37
2733,165,26
25710,24366,40
2311,14866,36
8925,16622,23
24777,16948,12
4022,12321,5
465,20629,8
10211,16799,8
20033,8227,8
6827,19428,3
149,22108,3
10325,1621,3
25824,18523,3
11313,21741,3
12146,25393,3
11314,11215,3
17327,6179,3
10185,6458,3
22495,23253,3
14120,24730,16
8325,10992,27
14328,2859,16
24430,3377,4
5796,21056,23
8351,2852,26
9613,6100,44
23332,928,35
22221,24461,16
4158,18156,25
2313,8695,8
5846,24888,36
3775,1622,10
3591,24615,22
14445,245,18
21472,24585,54
20075,11474,3
7032,11585,30
19393,22049,30
8054,21374,30
3430,7114,30
1145,14510,30
6136,12101,30
3458,20002,30
4243,9429,30
1397,3640,30
14022,14274,23
1535,18506,27
2722,15169,27
11803,2881,27
25893,6077,23
9197,13626,27
23034,10351,27
17543,8925,27
10784,16793,27
7192,7416,27
13189,20630,27
12906,18789,27
2130,24829,27
1894,7029,18
19520,13855,9
7224,18024,9
19318,7176,9
19560,12467,9
11820,2939,9
7199,13251,9
25436,17463,9
7455,9438,9
4366,3217,9
20453,23189,9
5804,19504,9
24829,2864,9
11562,4006,9
24747,7929,9
12990,7909,9
9250,22828,9
3239,19583,9
2797,7929,9
20490,8601,9
19845,5791,9
7280,17869,9
13473,15256,9
16889,23686,9
23732,10424,9
8517,8385,9
20681,22064,9
12886,11834,9
18382,20464,9
18520,5764,9
18312,16751,9
4269,10860,9
4178,7103,9
15716,10785,9
3129,7643,9
1647,20531,9
21809,16465,9
10249,20043,9
22678,21923,9
6880,21923,9
15330,12533,9
387,12085,9
15299,5712,9
3757,10059,9
13091,5743,9
10147,2417,9
18115,7013,9
10496,15656,9
18963,24144,9
10765,24163,9
13130,17542,9
11212,14824,9
9022,10228,9
4326,24398,9
16554,23554,9
20004,13745,9
17563,22362,9
22144,10494,9
1074,17407,9
12710,22661,9
23239,158,9
20286,6697,9
3459,12742,9
21651,25678,9
11994,21983,9
3848,775,9
8199,23905,9
11557,10609,9
12297,150,9
5120,12599,9
4819,16507,9
22403,18264,9
23173,7924,3
277,6600,16
17102,17758,16
21309,6460,16
1741,9634,16
14456,18734,16
3686,6208,16
1321,9857,16
13602,16246,16
2292,16541,16
14599,4779,19
14727,18707,19
17008,25326,3
15048,4936,37
10037,13327,37
8122,15900,37
24069,9286,37
5008,1780,37
14855,12596,37
5071,18994,37
403,2830,12
21754,17892,28
3357,15,28
16949,4221,27
1456,4270,26
1817,5396,26
5350,6993,26
19681,2126,26
3558,6499,23
7772,11695,26
8228,21242,26
21285,17432,36
10030,18874,36
8389,15852,36
6283,22111,36
10286,3460,1
1834,14959,36
4084,9390,36
6197,15035,36
18921,8100,36
6434,16272,36
17777,11744,36
20576,21961,36
20830,3224,36
1879,6680,36
10240,8677,1
15805,4286,36
25183,1119,36
1197,24243,2
855,16774,36
3384,9389,8
10120,15369,26
3951,9395,32
17149,16883,35
21585,1664,35
16769,18607,35
4563,9360,27
13096,2250,23
11650,12427,26
6183,4376,26
25946,9192,26
19541,13647,26
10108,14342,26
11298,16432,26
6154,25167,26
1475,25353,26
16621,19,26
12305,20311,23
23496,10746,26
5132,4819,26
24597,4477,26
14894,17894,26
8291,960,26
19750,14406,26
24955,9711,26
12970,13545,26
13304,21823,27
21995,12079,32
21345,25036,8
4794,14898,35
1448,11415,35
11476,7616,35
6355,11986,35
23146,2931,35
10464,8922,35
6886,22230,23
8576,22150,35
11529,22486,23
9555,979,35
20625,14505,11
7696,19912,27
19423,12123,26
24700,15962,27
883,8586,27
19679,13249,8
17844,11580,16
274,21438,31
20036,2501,16
8422,8464,22
21405,3736,8
10480,20788,8
2307,15549,37
16245,2287,37
23196,23892,37
20410,5076,37
6598,7125,3
10971,6710,36
764,2783,16
23139,7385,25
19293,4350,16
7435,13943,27
6630,16315,23
1137,22909,12
16985,18045,23
4030,8902,23
16005,18495,31
22455,248,23
14606,5156,12
23079,1471,12
18165,6444,23
24332,17996,26
21199,16760,26
9185,17723,23
1328,23085,26
25485,16195,23
12762,5146,26
1626,22247,3
12252,20247,3
19190,11642,3
20423,23125,31
8431,9140,35
20186,22962,35
22935,9038,26
4226,9665,12
21967,12453,12
13947,18778,26
9301,7845,26
3645,10078,26
8720,3824,26
22479,2107,26
3155,2037,26
6950,24568,26
9267,19032,40
4769,21239,40
14284,16630,40
2889,10639,40
4457,23829,40
16324,24192,40
23121,15206,40
14525,5083,23
24387,4457,40
22329,135,40
13906,15999,40
14135,24449,40
4946,7453,40
11301,20869,40
12453,17270,40
19330,20305,40
16238,9463,6
5291,14678,40
20617,23075,40
362,19513,40
2986,2475,40
15875,11216,40
21420,15853,40
25951,10248,40
25938,24409,40
11081,14965,40
22940,12433,40
21947,1073,23
2149,9715,40
24551,11565,23
14414,18986,40
995,17446,23
11859,3347,40
11561,21293,23
2017,6459,40
13328,2396,23
19074,8110,40
19210,11681,40
3265,19531,40
8091,17143,40
11125,25681,25
15140,2722,26
19974,2593,26
6546,1692,26
17846,21799,26
5335,21686,19
8906,21394,35
3810,9331,13
6708,18530,4
25934,11190,8
15009,3222,26
13621,1816,26
110,13039,26
5358,11513,4
21838,10968,28
20160,20658,23
12,6533,26
10669,1063,26
20756,14525,23
18211,17813,26
5636,17063,12
9617,4684,12
9664,13611,12
7731,8112,12
16566,21216,26
25025,16161,26
20540,19367,27
7567,25149,27
8640,23159,27
12395,23617,27
22515,12762,27
22412,15355,23
3872,11625,26
674,14077,26
21507,15523,8
4227,797,12
14743,6131,12
2638,7244,4
23896,11926,26
1954,20392,26
5708,4604,3
24092,22141,3
8958,3861,3
14509,18974,3
3729,4701,3
15687,13143,3
24773,3433,35
1332,24264,8
10225,14887,51
9978,7387,39
18740,4076,24
663,16697,24
19395,5724,11
20691,22138,45
23541,22866,23
14208,3968,26
19599,8936,26
2273,17454,26
16078,22122,20
12031,3759,20
25158,19650,26
23480,23950,26
8845,5937,26
15078,3940,26
8650,22113,23
15039,14916,12
8221,19295,23
23965,11516,26
10195,10315,26
8478,22787,26
21824,13052,26
2616,21564,12
18830,10402,12
7423,14043,23
19340,18684,26
11491,5951,23
4437,6656,26
17457,4541,26
22977,19426,26
22601,13652,26
4396,23458,26
13084,18048,26
4260,24851,12
15451,6198,12
2683,22365,12
4934,12353,23
19010,8409,12
25872,8050,12
20248,14141,12
13924,12403,12
6246,9850,12
23916,24224,3
7284,20477,3
16651,8267,16
12712,2285,16
17727,7439,23
5327,15802,12
10608,15216,12
15592,17871,12
24570,11535,12
4979,9628,12
91,23665,12
3743,6130,12
21398,19067,23
8747,4439,12
21638,4803,12
10618,10112,12
18453,2390,12
14146,19930,12
7747,1023,12
4587,695,23
9575,22666,12
5305,1633,23
552,15796,12
24612,11166,26
11292,7451,26
4209,12732,4
3514,25742,26
7058,15509,14
16817,11768,14
24178,24426,14
25398,15294,35
16304,6290,35
4617,7877,34
8106,8641,26
22,7831,26
906,8327,23
6128,14348,26
22036,7787,23
4183,8851,26
5882,15561,23
19133,17710,12
24303,7428,3
997,22556,2
6515,6572,1
78,20867,8
14047,674,3
8002,6899,3
6390,9909,3
7850,1364,3
24990,23421,3
23667,16850,3
706,2551,23
19384,9499,12
7520,4240,3
13889,11133,3
1382,23788,3
22815,6765,26
10757,13337,26
24661,16578,4
2293,25132,4
12991,11280,4
17575,5470,4
17206,14851,4
17396,12667,4
3901,22513,4
20669,633,36
19171,19146,1
7868,1821,1
13194,3474,1
6790,3413,36
8013,23772,36
12963,7131,36
2517,20725,1
16076,3473,22
23237,6803,22
10462,14382,22
18531,25474,22
22342,5924,22
21700,10558,22
14444,1829,22
6023,10463,22
9806,21359,22
11065,10717,22
5508,18174,22
10413,9240,22
12331,15849,22
7990,25510,22
22918,8998,22
20407,5928,22
9958,362,22
1180,19772,22
18546,23602,22
12468,21644,23
10054,12536,12
25701,4709,23
338,1898,12
22804,20052,23
220,25524,12
8438,8571,23
16379,2466,12
21997,907,23
18392,6255,12
10922,19038,12
924,16646,23
9042,9341,12
14168,13834,23
9542,16069,12
4282,12011,23
21025,15315,12
12942,23513,2
2701,12704,23
8090,16620,26
7750,11955,12
15785,10071,12
9592,8979,27
2289,22165,27
7516,15633,27
14270,9419,23
23791,20827,27
23098,15874,27
6306,9891,27
9229,3883,26
1118,2062,8
2913,2375,26
18650,7344,14
11667,14571,26
4989,995,23
12604,13119,26
17501,18019,23
25621,646,26
15615,22127,23
22686,6815,26
9282,17879,26
14848,21527,26
12590,2428,28
7581,7896,32
4776,21187,16
4857,22994,16
12701,9645,16
16644,6180,34
9450,21229,37
3916,16326,12
6878,12134,26
5157,4890,26
19581,365,3
12871,20205,23
489,12009,26
3531,16478,23
3126,7789,26
22132,9680,3
8824,3241,16
3482,21509,16
4872,22312,12
6394,6676,12
3163,22117,12
25221,16119,12
24817,22192,12
5057,15734,12
14486,12466,12
12759,21628,12
6323,9105,12
10916,19965,12
1123,12720,12
17694,16969,12
7407,3906,12
18808,3744,12
8653,19300,12
20304,11411,12
2415,10832,12
856,6292,12
3476,5096,16
23264,14878,3
7763,9636,3
9722,18423,3
20336,6577,3
15122,23878,3
13556,23242,16
8784,18269,3
24012,17708,3
14029,15685,3
5084,9329,3
9180,22310,3
23384,15202,3
22849,24860,3
13353,15994,3
5202,17378,26
6440,22260,3
15453,7399,3
18521,3282,3
10432,1163,3
13341,14103,3
25274,20011,3
6725,23371,3
232,10409,3
9065,74,40
4553,8852,3
10718,21408,3
24469,10549,3
15002,25307,3
16018,10012,3
17852,1534,3
5831,21783,3
12725,7467,3
16497,12112,3
23721,22220,3
6103,24602,12
858,20001,16
23872,15238,16
4103,24841,16
10039,10488,16
4268,12574,16
11749,11213,3
1812,9556,35
19633,25427,3
24039,8565,38
10644,5325,38
18798,3626,3
25393,7368,3
7477,18406,3
12700,15157,3
22389,13231,16
3341,11514,16
19202,24241,23
18429,8536,12
14098,24017,12
19440,21546,23
12406,3072,26
15798,19670,26
4884,10903,26
23459,16730,3
22854,5779,3
14911,15637,16
1477,7993,3
5200,15250,3
7622,15871,16
20867,15373,16
18707,3651,3
