set_num,set_name,year,theme_id,num_parts
6719,3636,60,493,370
6398,5625,60,493,423
5898,1168,13,377,74
5855,7289,52,499,9
4146,8616,52,499,9
11117,3107,52,499,9
5334,347,49,465,15
4051,4432,33,466,78
9618,7440,13,373,120
4470,2675,13,365,223
3394,9456,51,158,12
6929,10213,21,432,57
3720,8840,29,468,91
8036,8805,58,62,276
4009,5808,12,366,171
11488,2639,58,52,250
8394,10178,31,468,2
3749,252,51,203,43
9520,10006,46,235,280
7051,570,46,398,310
9427,8820,12,379,253
261,552,46,398,28
11390,5476,46,398,27
3344,1493,27,389,2
1089,6988,12,366,174
3032,411,45,300,13
2045,4432,38,466,111
3354,9732,27,389,4
9106,6710,14,366,101
6241,3838,52,345,2
2361,9164,13,366,63
8368,4432,35,466,107
6723,5290,27,389,23
9545,5047,15,373,44
9226,292,52,346,2
8768,6746,15,377,550
5426,1557,27,389,27
8094,3163,58,407,133
7288,4290,59,21,197
7828,5240,59,226,117
7594,6849,60,407,278
1584,5758,59,407,56
8706,1842,59,407,117
7324,5991,60,226,111
2265,7438,59,226,98
266,1745,54,503,6
5256,4432,33,466,158
2527,3382,26,363,211
4359,7182,46,461,2
10778,1345,16,377,65
7842,6730,46,461,50
7305,7830,46,461,4
2200,9281,46,461,4
2598,4859,46,461,4
403,8664,46,461,4
1370,154,46,461,8
2740,10172,46,461,427
10941,6540,46,461,95
10007,8241,46,461,94
10468,1516,15,380,45
7470,9436,46,461,100
11239,3011,46,461,78
11097,2676,46,461,101
4687,4557,46,461,143
1355,1452,60,493,709
5181,4412,60,215,24
11161,8027,60,225,8
9738,1808,60,225,10
7323,7493,60,225,8
7895,4720,60,225,1
4369,4445,60,225,9
982,5525,60,225,9
7928,3020,60,225,8
10960,6739,60,225,6
9914,549,60,225,8
10537,9378,60,225,8
1345,1748,60,225,4
7957,2792,60,225,1
5075,533,60,225,8
5438,5453,60,225,109
739,8507,60,225,18
10938,7135,60,225,58
5937,536,60,225,58
4599,6734,60,225,9
6026,4415,60,225,12
10751,3546,60,225,4
6629,2053,60,225,7
11646,10121,60,225,4
11665,9998,60,225,20
9804,7307,60,225,9
2567,2885,46,461,4
7379,10007,46,461,4
8842,5066,46,461,4
9407,1339,15,377,56
6676,345,46,461,5
7496,1522,46,461,5
10880,5860,46,467,21
326,8840,29,468,100
6894,7179,46,467,17
7751,5806,15,381,68
2087,704,46,467,18
313,1140,46,467,21
8836,6930,48,165,30
3730,1731,15,381,72
179,5524,48,168,25
8710,8279,48,168,25
4066,8447,48,165,33
9727,10321,48,433,10
1157,7474,48,433,24
9740,405,48,433,26
1684,7537,48,441,8
1859,4638,48,441,23
8715,8461,48,441,29
8676,375,48,49,27
9461,4432,38,466,245
637,515,48,49,24
4020,10078,15,381,99
9685,1591,16,375,76
1921,4516,59,51,37
2750,9809,59,51,164
4658,8695,59,51,236
11616,2713,59,51,496
2731,4432,35,466,225
1495,4357,17,380,92
4744,5087,51,299,5
6248,4890,18,419,74
1738,10057,51,299,5
6561,2995,27,389,33
11657,6309,51,299,4
10395,1271,51,108,6
1694,5540,51,238,4
1890,1017,51,238,6
6314,9499,51,406,4
2181,1102,51,406,4
9349,2347,51,406,4
4941,3543,51,459,7
7164,9301,51,458,5
11362,4767,51,304,9
1400,8840,21,468,191
11078,4432,33,466,220
10574,1305,48,461,24
6137,3034,48,461,24
9940,9417,26,363,276
11226,1735,48,461,60
2225,2108,16,366,74
11311,5158,48,461,80
1483,4567,48,461,130
3774,6157,48,461,130
5356,8574,48,461,130
7084,677,48,461,130
3733,1903,48,461,224
4180,6839,48,461,292
7762,2551,48,461,1
5058,6839,48,461,294
6682,1727,48,461,52
5466,5730,16,366,123
409,8220,48,461,131
2930,9990,27,389,115
742,7480,48,461,24
6083,5873,48,461,27
10606,4366,48,461,22
8761,2788,49,461,338
10071,7480,49,461,24
4750,4366,49,461,23
11026,9469,50,461,386
10011,5656,51,461,386
11489,4037,50,461,386
405,7780,52,461,386
6348,6134,16,366,191
4010,3624,50,461,224
7949,5118,50,461,110
10102,7014,51,461,114
4992,4476,50,461,52
2132,4241,50,461,36
9605,5646,50,461,559
3000,8013,50,461,559
227,1482,50,461,131
3010,7395,51,458,55
3750,5996,51,458,39
3131,414,51,458,91
3063,2908,50,458,70
3045,9160,16,376,147
6495,3589,51,458,186
5748,6459,51,458,449
2014,6145,51,458,489
3624,2453,47,74,472
6987,9047,48,67,105
316,10180,51,458,79
6525,933,17,412,77
536,146,27,389,84
2892,7588,46,84,104
6413,4902,48,253,25
10191,9524,48,253,25
10742,5557,48,253,25
6665,6118,48,253,25
10010,9867,48,253,20
553,1575,48,253,10
172,1807,48,275,799
8033,8285,17,412,132
2905,740,49,275,565
9133,2241,41,466,135
11603,9357,48,253,100
6234,4019,51,253,100
3388,1605,51,253,100
5218,988,48,253,100
1420,2187,48,253,100
8625,8571,48,253,50
9417,1028,51,253,50
4523,8867,51,253,50
10342,7839,18,411,117
8650,5899,48,253,50
4524,10355,17,412,167
6597,9018,48,253,50
9334,5768,48,253,25
10557,4507,51,253,25
4990,10001,51,253,25
8971,5554,48,253,25
7671,5167,48,253,25
5164,4956,48,253,50
8392,6174,51,253,50
9303,4167,51,253,50
9398,6492,18,416,205
6378,5162,48,253,50
2284,4432,35,466,329
298,6923,48,253,50
57,5558,27,390,100
9143,5504,48,253,50
924,8696,48,253,50
10164,7286,48,253,50
7512,10188,48,253,50
1368,6545,48,253,50
8355,6181,48,253,25
9131,2685,48,253,25
11111,1853,51,253,25
8699,6900,19,412,38
7781,8619,48,253,25
9896,3262,48,253,25
7543,2525,48,253,100
5454,5002,48,253,100
4588,6491,48,253,100
2781,6440,48,253,50
1150,6345,48,253,50
1418,9233,48,253,50
5488,765,48,253,25
2528,572,48,253,25
9137,5034,19,412,81
1502,4193,48,253,25
5280,6188,48,253,100
1233,5712,48,253,100
4388,1245,48,253,100
746,2845,51,253,100
11149,6760,51,253,100
7038,5019,51,253,50
8857,3904,48,253,50
5628,3721,48,253,25
7098,9298,51,458,4
2839,5395,19,412,126
7925,2772,46,479,26
356,4432,33,466,314
11438,5871,46,479,24
5144,2182,27,389,134
3362,1281,46,479,22
4711,3747,46,479,30
2419,4503,47,479,23
6907,1549,47,479,26
3989,9355,49,253,25
4867,6534,49,253,20
4314,1322,25,442,2
2296,6982,46,479,25
6192,2419,19,415,170
10315,5781,47,479,39
11357,1649,20,412,691
1662,1232,47,479,35
3432,10004,51,458,4
4702,2177,51,458,4
4202,10027,20,412,153
7582,283,46,479,29
1412,5576,46,479,27
9963,469,51,459,68
11156,4065,51,459,81
8434,10104,51,459,93
4490,8025,51,459,196
9796,8293,51,460,45
2761,3447,20,420,173
704,7241,51,460,46
10976,8214,51,460,47
5919,31,51,460,46
4187,1314,51,460,153
10304,3507,51,460,151
4295,10080,51,458,19
3113,6483,51,458,19
5396,8806,51,458,21
5099,5994,51,458,21
9787,1587,51,458,21
3606,9187,51,458,21
3517,2864,20,412,331
4662,1552,46,479,80
5229,8840,29,468,160
8958,8298,46,479,126
7867,1140,47,479,85
1578,1345,47,479,261
77,9167,52,460,33
3688,6833,52,460,33
11355,7947,52,460,40
8600,3620,51,458,15
2591,5040,21,412,150
7045,5501,51,458,15
10600,7642,35,466,330
4739,3549,51,458,16
2065,3385,51,458,15
4188,894,51,458,15
2408,9203,51,458,15
10,3568,51,458,15
1670,1074,51,458,15
2323,4399,54,461,24
6923,8576,54,461,381
3084,9961,54,461,202
6956,5992,21,416,242
3308,1096,46,479,143
10254,1869,55,461,9
4849,4228,52,460,394
8456,4327,52,460,119
8350,814,21,421,275
11542,5978,46,479,172
3373,9215,47,479,257
10039,6147,51,458,47
8648,4892,51,459,224
1316,3346,20,472,1
6355,5538,46,479,264
4474,3523,57,503,17
5442,10117,53,36,1080
3505,4439,53,504,250
9911,2636,18,432,158
5066,6723,53,36,949
4469,2797,22,415,211
9850,162,29,389,7
10719,6124,28,389,4
5900,8016,29,391,4
1973,8139,28,389,4
2834,8949,28,389,2
8117,8698,22,412,214
2455,3610,27,84,85
4213,884,50,503,32
8849,9732,29,389,4
1446,4602,23,412,211
5482,9098,36,392,17
6370,6762,36,389,25
3938,7029,33,389,27
10852,4503,33,393,9
10514,10088,31,389,21
8293,5196,31,389,24
3909,2031,29,389,5
3241,3795,29,389,21
6645,6536,32,393,9
8372,6243,23,419,229
8214,5424,33,389,27
10637,5153,34,392,17
5047,6398,28,389,18
6742,772,29,389,31
6421,1981,35,389,109
11174,7489,31,389,15
4456,873,31,394,21
2464,5915,32,395,12
6886,356,23,418,511
9924,3710,33,389,25
10018,1591,33,394,18
10317,5915,33,395,12
2936,640,34,389,58
9425,7817,35,389,26
7275,4944,36,389,54
7952,6239,37,389,44
7708,4210,59,60,172
799,464,23,396,579
3555,439,38,466,336
9095,7984,30,389,44
9715,5129,59,60,242
969,3413,35,389,21
6386,8263,33,389,28
4888,8840,29,468,184
4308,4535,59,60,407
5461,1646,35,389,33
10059,7976,37,389,22
9149,10081,32,395,63
2332,5183,28,389,38
10146,9467,30,389,29
761,121,30,389,63
3026,8398,34,389,48
10620,9629,30,389,32
6686,146,32,389,54
8328,7611,23,421,362
7555,5397,32,393,55
2144,906,30,389,60
3142,5407,33,392,64
4478,5965,35,389,41
6381,4894,35,389,106
7649,10226,37,389,42
1175,6880,59,239,785
7043,1973,30,389,114
1221,1547,34,389,80
241,4565,36,389,24
5890,7850,24,412,157
7998,568,33,389,104
484,5992,35,394,153
5733,568,36,389,93
10655,1225,24,414,272
10323,3528,24,420,299
9115,5253,30,389,3
11575,9271,30,389,3
6658,4912,30,389,3
7114,8551,30,389,3
11545,5418,30,389,3
10989,6203,30,389,4
4728,1234,31,389,3
4614,4304,31,389,3
1242,9055,19,415,47
2837,10139,32,389,5
2790,5547,15,300,313
6714,4050,32,389,5
3435,6013,25,411,115
2865,7535,32,389,8
10231,3465,33,389,7
791,1594,33,389,20
10794,7148,33,389,9
10544,9514,33,389,10
11562,7475,34,389,5
11104,133,35,389,5
5965,1254,25,396,248
104,6049,36,389,58
4085,1339,19,396,53
722,5795,46,296,164
8084,10254,48,275,1065
6316,369,49,275,1024
8124,10301,51,253,100
6811,1852,51,253,100
11049,6026,48,253,100
6164,9478,48,253,50
6420,846,48,253,50
10622,8566,25,417,458
3327,4826,48,229,87
10461,4890,19,419,65
7201,534,48,254,24
5372,3041,48,253,20
1905,4976,48,253,20
7887,3733,48,256,20
10352,8579,48,256,20
5128,6559,48,256,15
8984,8517,48,253,10
862,1905,50,199,612
5123,1371,49,237,67
8318,5992,26,73,333
593,8526,49,237,93
10379,1591,19,416,73
6932,7005,49,237,41
9851,9590,49,237,106
2160,2406,49,237,106
9043,7042,49,237,106
6795,1151,49,237,106
3087,7336,49,237,106
4603,8979,49,455,4
4676,7032,49,451,48
10782,2785,51,253,100
944,3059,26,188,746
11388,2740,50,253,50
9373,7145,19,396,127
281,9189,51,253,100
1744,4597,51,253,50
6805,4422,51,253,50
6068,6161,51,253,25
6849,8126,46,468,587
8280,3581,46,468,948
636,8126,46,398,416
3986,9441,19,415,93
8526,3581,46,398,794
4461,9539,26,68,244
4210,6710,26,75,190
3229,3232,19,415,90
1388,4116,53,387,26
10269,908,53,503,2
3650,3323,20,396,36
9968,4443,30,389,5
9224,1650,30,389,5
7826,4053,30,389,5
4537,1082,30,391,7
2347,617,31,389,13
1258,8572,31,389,15
5332,6803,32,395,7
4298,10063,27,84,177
3862,3022,32,389,7
7753,6319,20,396,472
2304,1981,33,389,16
2246,58,33,391,58
10812,6803,33,395,16
1423,4944,33,389,26
1360,5479,34,389,31
5970,4124,35,394,9
7021,9173,36,389,25
3806,4484,19,422,65
9692,7528,49,259,321
9591,3341,19,412,7
1445,524,48,259,45
721,5294,47,259,69
8943,9340,49,259,696
530,4078,50,259,1
7260,3909,50,462,285
10850,509,50,462,203
3540,7214,50,462,242
256,2285,50,462,261
1407,1136,21,415,86
7744,3528,27,79,371
3993,3953,59,271,95
4919,4094,59,271,168
3247,3111,60,271,957
1144,5384,60,271,468
2041,6248,21,396,93
1733,1599,54,271,296
5228,9391,54,271,444
3654,9551,54,271,566
1028,8817,54,316,399
9449,9481,54,316,700
10123,9992,56,271,209
5886,4695,21,415,102
2161,1453,56,271,275
9199,6694,27,188,210
276,2620,56,271,235
7598,367,57,271,208
3898,145,57,271,422
11629,1664,57,501,119
8103,3425,57,501,111
5285,474,57,501,691
1079,4895,57,501,136
7702,2618,57,501,167
6568,8966,57,501,277
11054,4187,21,396,110
6875,478,57,501,223
8344,1738,57,501,276
9660,995,57,501,231
1912,9598,57,501,340
7159,10008,58,501,118
7291,6907,58,501,88
10879,2055,58,501,95
3472,10159,58,501,122
8824,5204,58,501,207
3179,7970,65,409,50
168,8760,58,501,185
9037,969,24,396,59
3242,9485,58,501,279
3875,439,38,466,449
1161,2208,59,501,80
4175,4084,59,501,49
10626,5013,59,501,107
6763,3775,59,501,99
7230,6237,59,501,247
6290,1830,59,501,101
8338,3625,59,501,231
258,8969,59,501,223
6519,5851,59,501,312
2774,6800,24,419,691
6168,2126,59,501,216
5104,5001,58,501,331
9382,4085,60,501,115
10034,1365,60,501,165
2358,2607,60,501,246
11637,1040,60,501,304
4113,5261,55,388,29
921,3846,24,415,159
9042,8808,55,388,109
3506,5843,55,388,29
4111,8858,60,501,245
9530,2989,55,388,22
3333,8886,55,388,22
8760,255,55,388,1
7549,934,55,388,19
1362,9603,55,388,19
7883,6313,55,388,1
10411,2264,46,398,182
10506,8545,48,450,20
5723,1140,34,466,24
7200,719,23,403,202
1810,5427,25,442,1
2052,4848,23,403,242
3069,470,48,502,0
4831,5915,34,466,22
4814,9912,48,502,0
11554,1399,62,570,109
8634,1989,48,502,0
4360,5382,48,502,0
8923,4749,48,502,0
4491,6960,49,502,0
3419,4353,50,502,0
3680,6059,60,501,393
10617,1278,23,403,196
3182,1591,34,466,30
3619,2473,48,502,0
11450,7727,48,502,0
7985,3103,49,502,0
8690,2454,50,502,0
3865,5339,50,502,0
4795,1710,50,125,5
11093,852,50,125,5
3469,4967,60,493,45
9654,3897,24,403,133
3456,10231,60,493,43
1941,1339,34,466,29
995,6104,60,493,83
3686,7196,60,493,86
7170,7563,60,493,83
4248,6111,60,493,73
6201,6060,60,493,77
10336,1400,60,493,64
2442,567,60,493,64
6499,3499,60,493,86
8769,3113,24,403,691
9885,6689,60,493,204
2355,8764,49,502,0
2137,6537,24,403,282
524,4698,24,403,432
1558,10042,46,502,0
7368,10197,26,403,860
6008,1307,50,502,0
2096,6936,59,407,760
7699,2144,59,300,174
8742,749,60,300,314
7417,175,60,300,277
4861,7183,60,300,829
5100,7252,61,300,365
906,5512,61,407,284
3941,4868,57,226,159
7954,9712,62,407,250
9129,1198,62,407,326
5527,5971,60,300,602
11113,631,61,407,393
11246,4274,62,407,538
5360,5521,62,407,215
9108,2656,62,407,280
11324,225,57,226,42
2389,2879,57,226,61
6943,1424,57,226,44
3626,9938,58,231,26
5295,7118,58,228,81
4087,2763,58,226,64
9341,3078,58,226,427
1552,7402,25,468,316
2709,723,58,226,79
10284,6919,58,230,52
7441,1273,58,229,18
5227,5988,58,229,18
9157,9022,58,229,25
8298,2171,59,205,51
74,5920,59,231,41
6620,6325,59,228,86
5508,6983,59,228,95
11590,4290,59,21,66
7092,10086,59,229,79
9263,6400,63,300,465
2135,6788,63,597,549
1413,3812,64,300,930
6182,1092,44,362,53
8273,1604,59,229,54
11485,6709,59,226,72
10735,4508,59,226,76
10885,2879,59,226,77
3906,2584,60,21,44
8543,8990,60,407,38
11453,554,59,245,64
8880,8414,60,205,51
10208,7270,14,370,12
9576,721,60,228,51
181,7000,60,228,52
4600,2733,60,229,79
6616,9946,60,230,52
8307,8667,60,226,91
10047,1797,60,226,49
1181,8902,60,408,37
9225,9793,60,408,43
4035,3595,60,408,33
11030,6581,60,408,16
4688,6466,11,370,12
1064,2545,60,408,15
10658,8303,60,408,27
8499,8724,60,408,25
4741,3463,60,408,24
1335,4572,60,408,25
1293,8938,60,408,27
4032,3442,61,408,27
8612,6516,60,408,41
11535,7216,60,205,24
10318,7263,60,21,65
10229,86,30,362,65
10437,806,61,231,54
8478,6192,61,205,88
9156,7280,61,228,96
517,5146,61,205,40
7750,8299,61,229,52
7422,6409,61,205,46
3464,5152,61,205,72
10173,9234,61,227,110
9435,8958,61,227,77
474,3471,61,408,40
1450,8443,61,408,66
8834,9442,61,408,33
4767,431,61,408,32
9309,8052,61,408,109
907,8833,61,408,38
10125,9695,61,408,37
7799,1461,61,408,31
2124,5664,61,408,44
9588,2496,61,408,22
3525,7843,61,408,44
11271,3889,61,408,32
8730,4311,61,30,70
3896,9336,60,557,60
4575,5409,61,21,90
1913,535,61,21,39
989,960,61,21,75
5336,7428,61,500,691
3170,756,61,410,121
2551,170,61,410,121
5782,9497,61,410,121
3992,7848,61,410,121
9626,1566,61,410,121
2596,221,61,227,115
5797,4759,61,227,118
4650,1255,61,399,6
7515,3131,62,231,127
4325,4531,62,228,106
3743,9022,62,229,155
4094,9946,62,230,125
4713,9123,62,226,142
6187,1424,62,226,140
7847,7751,62,408,44
5950,5635,62,408,50
1068,5429,62,408,62
3425,582,62,408,44
659,6675,62,408,43
911,4726,62,408,33
635,7402,24,468,292
2422,1948,62,408,46
11215,3763,35,362,91
11413,1498,62,408,46
4080,629,62,408,37
10426,6612,62,408,48
7621,657,62,408,36
11164,9826,62,408,54
5543,6784,62,226,115
7133,2141,62,227,129
274,7908,62,21,67
6628,2868,62,21,66
11022,496,62,60,121
3991,2643,39,362,90
6650,3399,62,493,143
7643,2249,62,493,201
5710,674,62,424,270
3133,7807,62,399,31
8227,5526,62,402,28
10333,8438,62,407,207
4809,6136,14,370,7
9848,7547,63,231,114
7463,4704,44,362,99
6334,6740,63,228,157
5191,2188,63,229,133
6902,6409,63,230,158
6912,10020,63,226,107
5570,8039,63,226,167
8637,2078,63,408,55
8299,1444,63,408,39
8437,6656,63,408,50
6784,7879,63,408,39
8385,978,12,370,7
1893,10100,63,408,65
7427,5020,51,36,871
1378,5535,63,408,55
11040,3032,63,408,31
4105,2310,63,408,49
7268,5208,63,408,45
1261,1644,63,408,29
10826,9435,63,408,31
2352,1928,63,408,28
2409,8667,63,226,233
1411,457,63,25,276
11456,6343,63,22,75
10448,7798,51,36,498
3571,3155,63,156,203
10188,3807,63,156,180
9087,9799,63,156,234
4462,8694,63,156,164
10207,6513,63,407,411
3,9103,63,597,65
7349,10210,63,30,99
9378,8063,30,362,80
7830,7216,63,300,120
9875,3562,63,300,176
5243,4497,63,300,148
8252,3316,63,493,171
10210,1564,63,153,803
3620,1232,49,21,109
8570,1535,64,300,529
6973,4669,64,407,90
1626,3695,64,424,210
8449,6018,49,21,13
10058,2955,65,493,232
76,7833,65,500,277
23,1868,65,501,1009
2522,1859,64,276,404
1782,7863,62,156,164
174,7809,49,21,12
8911,47,62,156,142
9244,331,62,156,175
8904,687,62,156,186
10181,4579,62,597,41
11278,4503,49,23,21
2587,4460,62,597,44
3484,3703,62,597,46
9276,4318,62,597,49
4806,6841,62,597,63
8212,5848,62,597,85
10553,2162,62,597,472
6368,1847,35,362,206
11021,9491,64,231,150
6794,2755,64,228,550
11470,9606,64,229,150
8789,8972,64,230,163
5575,6784,64,205,238
10069,314,64,226,155
7093,9897,64,21,165
2114,8563,64,408,40
7696,8639,64,408,26
3152,7402,25,468,400
5561,2714,64,408,49
3566,2973,39,362,195
9227,1788,64,408,34
3420,2237,64,408,39
3321,9884,64,408,24
5240,3056,64,408,60
1045,4518,64,408,59
3840,5751,64,408,65
10888,750,64,408,52
333,3761,64,408,39
7182,7278,64,408,55
11335,8960,12,370,5
4186,4187,64,21,117
4292,1497,44,362,193
3264,3388,64,21,105
6705,9465,64,206,250
2683,6160,64,205,215
482,10018,64,597,196
6709,7744,64,21,133
3120,7831,64,597,181
10996,277,64,597,133
3099,8960,14,370,5
5476,8311,51,36,55
2725,9087,65,231,126
5956,9658,65,228,145
3926,1250,65,408,45
3319,1263,65,408,47
3338,883,51,213,24
11020,4172,51,222,13
9069,261,51,222,16
11167,998,65,408,36
4843,736,51,222,109
357,2463,51,222,9
8909,7857,51,222,17
1647,8182,51,222,58
4935,8000,51,222,109
4117,1190,51,222,13
5368,826,51,222,10
2415,7714,51,222,9
6406,1240,51,222,19
465,8324,51,222,21
937,5837,51,222,13
6152,980,65,408,54
0,10049,51,222,16
776,2272,51,222,21
7091,7545,51,222,16
9554,37,51,222,13
11315,15,51,222,9
344,8948,65,408,52
5826,3565,51,222,12
10615,8848,65,408,37
7655,9949,51,222,13
3024,1677,51,222,9
7968,8995,51,222,8
11494,3735,51,222,10
10015,1615,51,222,9
10016,9653,30,362,150
2435,2904,65,21,141
3786,9951,51,36,100
9088,131,65,493,59
2830,8929,51,36,100
8987,3884,51,36,498
2067,10161,51,36,498
3296,4081,35,362,322
5997,4681,39,362,362
8968,3831,15,370,12
1357,5493,51,105,161
2314,290,52,105,137
3364,1580,54,105,137
10727,8528,53,105,137
2539,6931,54,105,161
5392,8737,51,105,140
11380,7453,52,105,137
10987,381,52,105,142
10499,5746,52,105,137
4659,8185,52,105,137
1986,361,52,105,139
6222,9291,53,105,161
5327,4634,52,105,137
8643,9507,14,370,12
9412,1140,52,22,9
5592,7440,51,465,33
4042,7402,25,468,470
7525,3651,50,300,4
6069,3230,15,370,12
9943,6474,15,370,12
4566,9574,51,203,513
6708,7469,51,203,2
1481,9944,49,272,28
6289,7342,49,272,4
9012,7578,49,272,4
3928,8843,49,272,5
10093,1772,45,398,328
6578,5931,49,272,13
1517,4480,49,272,10
11080,383,49,272,4
3771,1179,49,272,4
10525,9750,49,272,4
935,6774,49,272,4
4967,5639,49,272,4
4320,10195,49,272,4
4451,9099,49,272,4
2812,9267,49,272,4
3112,3069,49,272,4
10652,2939,49,272,15
3034,3801,49,272,6
1091,7591,49,272,4
5316,3959,49,272,7
184,5900,49,272,7
6864,6220,49,272,6
868,2111,49,272,6
2852,10284,49,272,17
1863,3152,49,272,13
10691,8842,49,272,21
10129,3116,49,272,13
6288,10308,49,272,18
3493,2061,49,272,4
7878,7791,51,405,244
3709,682,13,370,114
832,8926,51,405,318
2691,6234,51,405,255
8796,9192,51,405,344
8007,9069,51,203,216
2900,7482,51,203,229
5447,6941,51,203,197
8112,5354,51,203,325
1933,229,61,493,28
4255,10287,51,203,292
7143,3779,61,493,92
6298,4161,61,493,92
5028,8879,61,493,427
3188,4821,61,493,202
5948,273,61,493,489
4486,8154,61,493,267
231,2375,61,493,263
5687,6159,61,493,440
5217,8337,61,493,94
8516,3673,21,415,28
1139,2981,61,493,94
1009,9044,51,203,486
7232,2708,61,493,91
7283,4628,61,493,163
7087,1249,61,493,614
1058,5037,61,215,24
1084,6236,61,225,19
2795,6044,61,225,20
10363,4742,61,225,3
5813,2528,61,225,8
11313,6782,61,225,8
9999,1462,61,225,6
5473,5003,61,225,58
11443,3736,61,225,15
6778,6467,61,225,8
3474,3405,61,225,8
9662,4625,61,225,4
8685,7171,61,225,4
11536,2608,61,225,18
11501,1634,61,225,7
3066,7365,61,225,8
628,9537,61,225,2
11517,7781,61,225,12
9978,6667,61,225,58
11635,2536,61,225,10
8774,6009,61,225,4
6412,4052,61,225,21
7353,9008,61,225,8
3747,4162,61,225,17
7716,10092,61,225,8
5009,9759,61,495,41
899,8836,61,495,31
9172,10060,61,495,33
7033,6073,61,495,34
6047,2366,61,495,46
7061,1214,61,495,37
7939,6088,61,495,35
8091,169,61,495,32
1922,6940,61,495,39
1351,1936,62,493,242
5003,3919,62,493,114
461,8640,62,493,78
10570,4780,62,493,472
6769,8499,62,493,98
1572,160,50,36,200
4176,6322,62,493,119
3970,8374,54,36,207
5160,5754,62,494,156
1656,8965,62,494,186
87,1003,62,493,310
10190,2015,62,493,275
11375,1119,62,494,364
9462,334,62,493,386
1934,9482,62,494,496
11383,5365,62,493,728
7853,6438,62,215,24
1729,1968,62,225,6
4399,10051,62,225,21
11231,4554,62,225,13
9969,7916,62,225,7
118,5435,62,225,13
1346,918,62,225,12
8523,6934,62,225,12
3372,7912,62,225,6
6666,2204,62,225,21
1474,9426,62,225,58
8267,5264,62,225,4
5608,5180,62,225,10
6082,791,62,225,3
3834,4609,62,225,8
9139,2803,62,225,8
467,3817,62,225,18
6197,4428,62,225,21
939,8773,62,225,58
11621,2757,62,225,4
4579,2087,62,225,4
10870,3806,62,225,13
4791,2975,62,225,4
7610,2530,62,225,58
11162,2230,62,225,17
5669,5006,50,36,200
1274,975,62,495,43
2364,9028,62,495,42
2133,7992,62,495,46
5537,10339,62,495,39
108,5489,62,495,37
9956,2112,62,495,37
4845,5270,62,495,37
8068,8152,62,495,43
3614,4420,62,495,47
8453,9819,62,578,77
5944,1524,50,36,498
8197,6036,62,578,701
10988,8478,53,36,498
1711,5634,62,578,249
8550,1045,53,36,482
5235,6531,62,578,273
9646,3133,62,578,296
8110,1088,62,578,625
6319,8412,62,493,275
3392,2817,62,493,372
3552,2653,62,493,937
8135,7412,62,494,318
4786,4051,63,578,95
1513,2246,50,36,498
10548,8441,63,578,691
5673,9515,63,578,290
4911,6882,63,578,375
385,8340,64,578,701
6005,9282,64,578,173
2287,10353,64,578,370
4907,9915,64,578,474
1382,329,64,578,70
3214,1441,50,36,871
3281,460,63,599,98
10086,416,63,599,248
8858,6608,63,599,312
692,3979,63,599,323
6009,5654,63,599,512
9622,8802,63,599,178
10140,4980,63,599,318
3924,7647,63,599,776
2780,659,50,288,2
665,7087,63,493,200
1462,907,63,493,88
5845,6183,63,493,47
10475,8449,63,493,65
624,10356,63,493,43
7530,822,63,493,91
10494,1488,50,288,2
7158,5110,63,493,194
9331,7799,63,493,87
4685,2487,63,493,333
9162,228,63,493,470
9033,2064,63,493,703
11454,10257,63,493,254
9762,187,63,493,98
6535,9003,63,493,198
2714,8959,25,455,4
2745,893,63,493,229
9085,9448,50,288,2
1211,4655,63,493,1027
4719,20,63,215,249
4512,9457,63,493,171
765,9903,63,493,296
1013,6963,63,493,445
11581,5031,63,493,658
5456,6484,63,493,262
6270,6965,63,493,390
4756,6987,63,493,668
159,904,64,493,191
374,1870,50,288,2
10232,696,64,493,111
3365,8022,64,493,50
9416,5532,64,493,52
4326,2522,64,493,53
7180,5102,64,493,107
7354,3277,64,493,184
11218,8041,64,493,195
5738,10120,64,493,315
4892,3350,64,493,443
10589,7089,64,493,114
4890,5083,64,493,319
1314,6584,64,493,700
7428,5186,64,493,427
8938,9021,64,493,284
865,9729,64,493,377
9097,9607,64,493,572
5077,9538,64,493,173
9641,3665,64,493,193
10406,9612,64,493,243
10595,9085,64,493,924
8853,720,50,36,124
7466,8104,64,215,218
4905,5249,64,493,175
232,7228,64,493,422
2257,8881,64,493,742
1789,4182,64,493,583
9586,3208,64,578,97
6340,856,64,578,85
198,3418,64,578,185
12,2629,65,578,43
11544,5084,65,578,74
3529,9550,65,578,153
5671,1481,65,578,677
10968,3383,64,578,205
10077,1518,64,578,306
3117,10320,49,36,166
6688,9351,49,36,211
4526,8811,49,36,265
8170,4118,64,599,80
5520,10143,64,599,212
9752,5381,64,599,236
8505,1052,64,599,346
2791,1262,45,143,2
8890,4975,64,599,440
5916,4035,64,599,677
8158,8612,64,599,271
10253,3050,64,599,574
331,9557,64,599,789
3463,8327,64,599,878
3971,1839,49,36,363
8180,6029,65,599,338
5208,6830,65,599,226
6287,8952,65,599,337
2975,2558,65,599,342
11208,9140,65,599,620
10221,4313,49,36,234
139,6771,49,36,595
10456,1470,49,36,174
3663,4432,48,469,201
7234,2464,65,481,206
8044,49,64,481,217
4986,3115,65,481,687
7545,425,65,481,691
2739,9252,65,481,141
7695,2349,65,481,186
11336,5262,49,213,24
