set_num,set_name,year,theme_id,num_parts
5930,9817,31,188,22
3576,3412,61,52,630
2278,4350,61,51,266
3678,2163,61,207,24
9808,6404,61,219,4
2563,5610,61,219,8
2902,9238,61,219,15
757,4762,61,219,109
7385,3918,61,219,6
3973,5140,61,219,16
7495,5440,61,219,12
10384,3348,61,219,13
684,4919,61,219,8
7162,973,61,219,7
2277,5081,61,219,5
7940,9942,61,219,10
6,2392,61,219,10
617,245,61,219,19
8421,4680,61,219,15
10205,2461,61,219,18
9610,3052,61,219,6
6172,6436,61,219,58
7026,3948,61,219,3
9682,5822,61,219,6
9584,7612,61,219,8
1251,7898,61,219,6
11371,2345,61,219,9
6990,10082,61,219,8
7276,7574,61,51,321
6716,9159,61,62,835
11509,1285,61,51,305
1689,3501,61,62,477
4969,5892,62,64,44
5749,4334,62,64,112
6745,4418,62,64,261
1239,1137,62,64,372
4482,8800,62,64,707
9365,4974,45,194,109
11369,3582,62,60,38
3144,7217,62,60,111
11133,2978,62,60,196
9656,6312,62,60,373
9569,2973,62,60,406
3778,4397,62,60,522
8639,10081,62,60,800
5131,8011,62,60,248
8098,7852,62,60,380
4245,3902,62,65,421
10508,6086,62,65,595
5048,9752,60,165,8
7207,6166,62,65,816
295,2191,62,51,99
2820,5410,62,51,94
6095,3934,62,51,77
125,1339,62,51,226
2762,9605,62,51,194
4660,6142,62,51,218
6252,613,62,51,227
3583,5596,62,51,349
10339,5959,62,51,324
7873,1652,60,493,2
1332,8418,62,64,688
1845,4551,62,207,24
3665,8386,62,219,6
11108,10184,62,219,7
10206,7682,62,219,6
5511,5426,62,219,10
1100,6854,62,219,8
5387,9706,62,219,7
3657,5684,62,219,3
2410,2810,62,219,13
9813,5757,62,219,58
4046,3062,62,219,6
9260,9257,62,219,5
7615,167,62,219,58
8072,9917,62,219,5
5452,7040,62,219,17
1032,9672,62,219,109
9342,10111,62,219,17
6888,8406,62,219,7
222,8313,62,219,8
6219,2726,62,219,5
8190,6476,62,219,6
10921,4381,62,219,5
5746,4055,62,219,16
7430,348,62,219,18
2910,3843,62,219,6
5633,4453,62,64,371
6775,9837,63,60,57
5365,2040,63,60,78
8196,6781,63,60,252
7010,5327,63,60,467
2115,6949,63,60,682
11171,10367,63,60,260
4106,508,45,194,16
9148,6602,63,60,327
370,4537,63,55,427
6606,2665,63,55,232
932,7239,63,55,382
8618,4993,63,55,1026
6836,10017,63,55,744
9395,7272,63,92,107
6107,3462,63,92,154
7827,4746,63,92,447
11481,424,63,92,573
3914,3024,43,200,12
3441,5411,63,62,209
1645,834,63,63,221
4714,3815,63,62,195
7445,5903,63,62,177
182,2093,63,58,298
4753,4350,63,51,238
8021,6081,63,57,92
2650,9307,63,85,42
5405,3597,40,187,24
735,9696,63,85,90
912,5380,63,85,272
10278,7569,63,85,385
10293,9520,63,85,692
175,8822,63,85,827
6401,10028,63,62,1045
11223,4790,63,65,865
4822,1383,63,207,277
9083,5955,64,52,81
8309,76,32,198,36
916,6643,64,52,156
9509,7826,64,52,363
10479,4219,64,52,656
4129,7973,64,52,669
6189,3144,64,57,64
4936,6081,64,57,90
8864,3631,64,57,905
10457,585,64,57,255
6891,9653,64,57,410
8636,3364,26,75,12
4353,5992,64,57,836
236,3260,33,186,27
7688,7886,64,57,366
7195,1591,64,57,374
10036,4139,64,62,104
767,4829,64,51,94
7213,10010,64,63,184
7147,6969,64,59,183
10601,6958,64,62,250
11332,6977,64,51,247
7004,7056,64,58,300
411,1339,18,396,109
10978,2494,64,51,83
11498,5936,34,198,54
3841,1773,64,51,174
8697,3229,64,51,322
8237,471,64,51,328
6550,3409,64,51,783
4178,8657,64,51,971
6003,417,64,60,47
2075,5926,64,60,92
4242,1598,64,60,184
1055,838,64,60,200
10959,9264,64,60,728
2612,5463,46,433,13
6496,4486,64,60,243
10708,146,64,62,509
10429,5119,64,207,289
4495,9535,64,51,160
9100,9038,65,60,47
2581,813,65,60,80
678,1153,65,60,701
8282,9815,65,60,296
11086,829,65,60,372
4123,6895,65,60,549
1498,10081,65,79,819
11154,6524,65,60,137
515,1117,65,60,402
10898,8766,65,52,88
2753,2939,65,62,80
5768,6737,65,51,90
2072,10293,65,51,125
8790,152,65,62,238
7209,1855,65,51,197
4783,2299,65,62,249
5159,312,65,51,333
6654,4148,65,51,297
2092,8745,65,613,377
8381,1969,65,613,422
9472,322,35,198,37
10381,323,35,198,45
1192,1647,60,431,0
9571,5824,38,187,54
7717,1033,41,185,47
6613,9172,26,73,24
1127,1348,32,198,37
3974,2586,18,416,30
1277,6821,32,198,43
3537,4854,34,198,45
5584,4592,44,190,60
8779,1911,48,196,109
10428,2514,45,194,54
6890,3301,46,194,23
1164,9406,46,194,23
5720,4914,32,186,83
3062,9202,26,84,26
4442,7191,46,194,28
1160,523,48,196,56
3349,7247,18,396,36
5832,6152,46,433,66
6978,9584,38,187,46
1123,6055,35,186,52
8622,10079,43,200,74
9436,9690,45,194,60
5593,2431,40,202,98
8556,9258,36,198,77
6344,1905,32,198,472
5380,3716,26,75,109
1023,2113,34,198,113
5451,5897,19,415,28
2648,902,38,189,550
2749,3296,41,185,156
2672,2101,61,493,20
1548,2624,43,200,127
1591,8502,46,433,112
7559,3739,44,190,220
7236,1355,45,194,145
9265,2119,41,185,850
2456,4922,35,198,101
9233,1698,26,84,18
2145,6826,59,503,62
2016,1321,19,396,18
908,8786,59,36,685
8369,2926,36,193,201
4011,1972,33,198,116
2639,8978,41,185,111
1049,9981,40,187,128
4882,10239,61,228,62
3088,5708,38,187,227
6158,3255,37,198,168
3382,4890,26,77,25
3148,9020,32,198,216
6033,8570,20,415,22
2274,8533,35,186,240
10382,9661,35,193,228
5031,7527,34,198,255
7736,8946,27,71,22
9414,8136,38,193,210
5824,6848,32,186,415
5038,3972,34,186,429
5603,3098,40,202,239
6151,3059,29,188,744
4184,5309,41,185,219
6626,5692,29,188,49
5834,5552,37,193,359
580,5283,43,200,258
1461,5998,44,190,468
7752,2140,32,198,657
5866,3360,19,412,33
7560,2747,38,189,437
1453,1321,27,84,25
8992,3601,41,185,405
3587,6694,29,188,210
8415,7529,46,433,198
6260,878,36,187,665
10216,5838,40,187,578
363,2402,45,194,254
1619,10338,46,433,280
9946,2035,46,433,409
702,950,43,200,736
3192,4503,20,411,28
1262,5701,48,196,532
5015,8832,54,36,682
10875,4817,54,36,682
4405,2414,46,433,675
9723,104,48,196,103
5497,4945,48,196,103
5626,7465,48,196,314
4306,1436,45,194,594
5979,5701,48,196,531
9218,8717,45,194,145
2637,6042,46,310,24
6076,7247,21,396,39
6359,4212,35,465,35
10684,9274,33,201,36
135,9274,36,201,38
8038,4498,32,201,25
7803,9325,44,313,27
3059,8217,41,201,37
1339,7301,46,312,20
11019,1887,46,312,85
4552,8233,46,311,25
6490,5915,21,420,19
9700,9040,54,119,193
1390,10183,36,465,89
456,9403,54,47,873
272,7265,55,47,957
9960,769,43,310,28
3609,2611,55,47,591
8840,3332,56,47,100
8798,3023,56,47,106
7631,8844,56,47,150
1691,9055,22,415,23
6586,8790,43,307,32
8619,7097,56,323,26
1527,5928,56,323,29
5306,6578,56,323,22
8446,1129,59,503,100
11596,5047,22,411,18
43,1023,59,36,628
529,3324,60,505,15
6962,6300,60,505,30
11031,3007,60,505,38
10785,7110,44,310,60
3023,7134,59,503,60
5140,4447,59,503,38
2755,5,59,503,60
11658,7743,46,312,78
7292,5897,22,415,31
10943,274,60,503,34
514,8663,60,503,12
11216,4492,44,307,96
10112,6240,60,503,21
8218,2164,46,311,105
905,2090,60,503,16
3201,3193,23,415,109
3677,4355,60,503,28
10902,909,60,503,20
8206,7331,60,503,77
6595,8753,43,310,104
1718,1183,60,503,68
1678,72,60,503,147
3326,9197,60,503,62
4084,2164,46,311,105
2836,10347,46,312,304
3877,9976,24,418,31
2880,2005,55,36,221
1720,7932,55,276,285
2059,10176,55,276,585
9737,7121,55,36,515
8175,4224,55,36,405
8532,10162,54,36,670
9962,5992,60,503,64
1944,3985,60,503,6
6004,9226,24,396,41
11348,6117,60,503,47
6819,4311,60,503,7
694,3717,43,307,167
4870,1174,56,504,80
6909,4505,64,597,161
9930,3259,56,47,631
666,6541,46,311,296
5531,5129,25,420,38
9869,761,56,36,252
11408,1427,56,21,295
5856,100,44,310,258
3245,4139,25,396,22
3893,4563,57,36,117
1235,9919,57,36,150
7497,6645,57,36,137
10591,4462,57,36,511
11105,3129,43,307,506
3218,6407,46,312,412
2957,7368,46,311,484
2986,8034,37,147,2
2824,4499,60,400,36
794,5060,26,73,32
10236,1059,60,402,42
8889,2586,18,416,40
4090,6076,60,400,55
9833,3693,58,47,1
4640,7660,60,402,124
229,7677,45,147,42
6265,5736,54,167,118
2651,280,54,168,212
6163,182,54,168,193
10934,3690,54,168,438
869,3475,54,168,530
3260,2826,54,168,750
902,5915,26,79,34
9411,9577,54,168,1001
11209,2709,18,417,43
654,5856,54,168,436
5953,7644,33,455,1
1067,9016,60,402,45
11480,9848,60,400,39
11416,1274,60,402,50
5843,9055,26,71,32
8828,7281,60,400,39
11615,7872,18,411,45
7398,8662,60,402,51
2764,8252,60,400,61
2938,2615,60,400,55
9406,6883,60,402,44
5545,7116,60,402,39
784,2268,60,400,89
7113,6212,26,77,33
1487,8143,60,402,192
10370,5497,18,396,38
11411,5385,44,147,31
10296,2602,39,147,39
9526,5054,37,147,27
7135,5774,42,151,49
6224,1248,41,147,28
1864,986,57,152,45
9220,2672,57,152,78
4705,9697,44,472,27
9351,7086,57,152,701
10659,2019,57,152,369
56,5733,57,152,582
466,5813,44,148,74
8269,729,37,150,26
6101,3890,42,151,61
3168,2839,40,147,40
6977,9516,44,147,123
9820,10093,45,147,159
6096,9798,45,147,157
4821,3323,26,71,31
8188,1166,37,147,40
161,7532,41,147,36
7458,3850,57,152,320
8623,7404,43,147,108
5906,9824,37,147,12
4819,7962,42,151,64
3950,10290,37,147,54
3159,1978,40,147,75
5192,4268,39,150,68
4315,10329,37,147,78
11322,835,44,472,1
695,1635,40,147,86
7666,4301,26,77,36
2457,5257,42,151,155
10729,6331,43,146,219
10084,3001,42,151,222
9391,9918,37,150,97
2793,2407,41,146,106
10408,1569,39,150,194
3850,8234,41,147,187
3277,961,37,147,190
11245,10053,44,472,1
7388,1668,40,146,319
9759,5201,40,149,1
10302,9065,39,147,387
8886,2042,37,150,385
6227,6451,37,150,511
6934,458,40,146,609
7018,6306,42,151,438
2733,9686,43,147,385
6255,3236,44,148,291
8310,8661,44,472,1
1289,1961,45,147,403
8527,5129,25,420,38
1832,8872,60,400,42
2478,4211,51,47,1
885,9013,60,402,61
4254,2567,37,147,834
11586,472,41,147,838
10766,1046,44,147,687
2343,1046,49,147,688
9249,2635,44,472,3
3855,3236,49,148,290
2068,6306,49,151,444
4672,2194,60,400,56
4853,10329,44,147,226
9484,8974,57,214,24
2734,5213,57,223,7
861,2079,57,223,3
8524,8453,57,223,7
2244,9468,57,223,9
3586,679,57,223,2
8780,2718,57,223,4
6405,2385,57,223,6
10184,6173,57,223,8
7727,10173,57,223,6
6074,8454,57,223,9
1405,7476,57,223,6
4454,3086,57,223,4
1735,10030,57,223,2
8720,4652,57,223,2
7391,5399,57,223,7
5582,10322,57,223,12
4703,3427,57,223,8
11452,9968,57,223,9
4402,4002,57,223,7
3030,1432,57,223,6
10227,8349,57,223,8
215,1994,57,223,3
11280,5195,57,223,5
10033,5583,57,223,8
10194,8840,21,468,337
11304,4566,44,442,1
5329,8780,34,83,34
4765,5612,30,83,31
4857,3622,60,442,1
10665,6480,28,83,2
10939,6596,28,83,24
9062,473,28,83,12
4807,1421,31,83,22
1505,2429,30,83,20
9658,8780,36,83,41
7089,3105,34,83,2
2398,3332,44,472,52
3400,1488,34,83,2
5185,9448,34,83,2
8287,3407,34,83,2
4656,1832,40,83,36
7059,473,36,83,58
2537,9567,36,83,38
394,6596,36,83,48
11434,443,44,83,73
6562,586,41,83,45
9026,3105,45,101,2
4988,7010,44,472,60
9113,1488,45,101,2
8972,9448,45,101,2
6820,1870,45,101,2
5339,5279,46,99,24
7694,3820,46,94,29
8356,5436,46,101,40
10929,88,46,100,48
7290,3900,46,99,102
4673,4963,46,102,142
2079,2557,46,94,246
9346,8844,44,472,50
8577,6317,44,67,166
10899,10003,46,99,276
4772,8088,46,100,50
5408,477,44,81,180
133,9142,44,81,402
4881,820,43,87,181
2033,9389,44,81,347
9024,7321,43,70,363
3867,8500,43,87,555
4663,9134,42,73,177
10848,1985,44,472,62
6474,4333,42,67,106
10666,3279,41,70,149
2794,9763,41,79,158
6963,2361,41,67,349
6303,8907,40,67,412
5942,3441,39,83,54
970,3304,42,79,317
192,5223,36,68,215
6153,2735,42,74,150
6397,6777,44,472,62
11510,4251,40,82,190
1189,7013,39,71,141
8575,8675,39,70,184
5659,7260,38,79,175
4036,3627,37,82,691
4472,4641,36,77,160
6802,4018,36,84,177
5559,8751,35,73,154
10607,2252,34,72,701
7023,8857,34,68,117
3353,4205,44,472,17
1577,5348,34,71,163
6924,1860,30,80,135
10952,8620,28,84,140
2249,7188,28,77,142
9125,9656,29,68,152
1454,6296,32,73,117
4666,9270,32,69,154
4109,6185,33,67,137
9734,3610,33,84,134
6865,4265,33,68,186
8795,9870,44,472,3
1761,6710,31,75,265
2568,5808,30,68,234
8262,9776,32,84,186
2906,3211,31,68,264
3507,9911,38,69,905
5213,5893,28,75,269
11077,4814,38,74,194
3978,10300,33,69,304
4416,6710,34,75,289
6596,8161,34,68,280
3282,837,35,77,312
5155,2849,44,472,403
10964,10096,35,81,206
9099,5992,29,73,393
1969,9846,29,71,419
7794,10081,31,79,397
6637,4823,33,73,415
1581,2816,34,79,400
1315,7572,37,70,374
5415,5091,37,68,362
11144,731,38,73,535
8541,7312,28,84,594
5241,630,45,472,399
13,2557,32,69,556
8921,5397,33,67,532
4211,1561,35,84,617
1145,5333,36,75,611
7025,5658,36,81,599
3706,6189,38,67,543
7668,8940,40,75,475
8390,6757,41,79,616
4933,5437,38,67,755
6531,9513,25,455,2
2345,9333,45,81,23
4328,2586,19,416,45
9828,7674,40,89,45
9132,6539,26,73,47
5692,6655,42,89,48
6235,3608,41,89,97
4775,7840,44,89,67
11203,7251,40,89,132
5460,9333,45,81,23
4974,3985,45,97,26
9823,8932,41,89,149
4837,10214,42,89,153
4949,5897,26,71,38
910,2281,40,89,172
8995,579,43,89,209
3118,3679,46,91,18
835,1178,40,89,237
4102,6858,45,89,41
5719,1762,44,89,291
1719,1408,40,89,363
9905,4272,46,80,17
10202,9774,26,84,43
9164,5584,19,415,33
1861,7324,46,102,48
8631,7753,48,102,35
880,6330,46,100,107
10430,2820,47,102,37
310,584,46,102,145
2477,473,47,101,43
5059,1010,46,91,18
2404,8064,47,97,46
6042,6942,39,79,140
1809,6570,26,84,39
173,2276,46,91,48
8522,5348,19,415,35
7566,1581,47,100,142
5137,3280,47,99,89
10354,5053,47,102,905
2554,6933,47,95,217
3426,9333,47,81,22
4419,301,47,95,28
9093,4356,47,96,30
3589,5741,39,67,159
210,9552,19,417,61
6783,3039,45,85,450
2393,1775,26,79,44
1409,2235,45,85,150
2614,7815,45,88,167
7239,8368,46,91,99
4755,6542,47,102,26
7048,195,47,96,49
3135,5852,34,79,83
7651,5129,27,79,56
3900,9474,46,91,152
11339,5030,19,396,57
1515,5875,47,92,31
4891,7550,47,92,60
2221,9331,47,92,131
5388,6490,47,92,251
7761,1523,47,92,497
2498,3415,47,92,18
5706,4631,47,92,30
71,5783,47,92,119
7745,248,27,84,42
8448,1490,47,92,30
4920,5592,19,396,51
11281,5203,46,91,197
8348,7903,47,92,36
4420,8475,47,102,359
4720,3974,47,92,65
5024,2445,47,100,79
7879,6043,47,102,50
260,7899,47,92,3
828,7883,48,96,25
10115,9385,19,415,51
8908,4340,48,99,30
10817,8940,49,75,475
7711,9901,46,91,304
2175,2452,48,96,49
2828,6446,48,97,103
4037,5992,48,97,224
2940,4275,46,91,424
7108,8669,34,73,118
1212,6710,19,417,42
1532,480,37,71,170
1871,4212,37,77,198
8335,262,42,76,245
4545,8211,43,81,279
1497,1591,45,97,338
5514,8901,45,88,68
2751,7037,45,89,88
7683,546,45,88,120
8109,9441,20,415,36
3439,7234,44,463,59
8647,9553,44,463,157
1997,10066,44,463,241
1771,7725,44,463,507
1106,6986,45,463,81
8322,6957,45,463,158
4068,7490,45,463,299
5042,9333,47,81,22
4644,6986,45,463,91
7834,9751,20,396,40
2076,3464,35,84,30
2341,5520,35,81,24
5162,850,49,165,3
4938,5548,49,168,2
499,3940,36,81,32
10082,6497,49,165,2
5772,3323,36,71,25
1533,9172,36,73,29
10588,6795,37,79,32
996,5477,50,112,2
3449,2613,37,71,30
7838,1694,50,327,3
4667,6714,38,76,37
6053,9139,50,17,3
4225,1459,39,81,39
3433,4688,39,81,34
11594,732,50,166,2
11123,4310,50,327,3
8876,9774,20,396,41
7524,8073,50,327,3
401,1125,40,73,38
1945,2396,40,71,37
2621,1486,50,327,3
9794,7227,50,327,3
2285,5325,41,76,31
859,4606,42,82,36
8907,5711,50,168,2
10925,3340,42,67,34
329,5105,50,166,1
10309,8149,43,87,34
10450,7709,44,76,28
9008,7248,44,70,37
3824,8040,51,460,25
491,1891,50,327,3
3402,2020,48,90,46
671,8094,48,50,218
9671,6569,35,84,59
8073,8656,20,415,42
11096,540,35,79,38
1511,6789,51,458,2
7901,1237,51,343,3
30,4325,51,343,3
4670,3004,35,77,51
5648,2327,36,84,50
1218,5495,43,73,49
11068,9852,51,323,4
10350,6719,37,81,47
1393,9055,37,71,43
7046,4916,51,323,4
8776,9023,37,81,39
5304,733,38,67,35
6030,9758,51,334,3
4716,7774,51,334,3
11274,6127,51,334,3
3206,8097,38,84,43
5725,4335,21,419,36
11236,5829,39,73,56
2374,638,39,71,47
5490,9051,40,79,62
364,6601,52,6,2
10792,4455,40,82,44
6205,195,43,71,42
537,9418,41,67,48
7057,7023,52,499,2
10965,8121,52,499,2
5033,8362,52,499,2
10580,7149,42,76,50
5595,4470,42,84,57
3707,2051,41,81,458
9494,2017,39,76,357
1436,1287,21,415,33
9005,8393,39,76,545
2868,1789,39,76,908
6418,9170,42,76,685
5589,1991,43,87,345
7019,1836,44,79,289
4277,6358,44,81,39
11469,6097,52,352,3
8052,7993,45,89,207
9476,6379,45,98,127
58,5498,45,102,181
1977,8927,45,88,48
9785,4613,21,415,33
3158,357,40,81,192
8134,6646,52,323,5
4155,420,52,323,5
5249,5951,52,487,2
3816,4764,41,82,241
6526,4175,52,249,3
834,5115,52,197,2
7467,2357,45,88,135
8861,7434,52,477,7
6408,8426,52,237,0
3542,9563,45,97,260
9839,8947,52,499,2
2540,171,52,323,3
7913,4626,52,356,3
2752,4738,45,85,32
6662,1702,45,85,76
4383,6046,45,85,143
9533,840,53,487,3
6876,6292,53,115,4
112,9190,52,197,3
11652,7426,52,197,3
9915,7823,45,85,196
9555,2,45,85,358
8947,8138,45,85,477
15,6319,22,410,49
2698,9390,42,81,240
3355,9063,43,75,225
5516,8738,44,82,237
6367,8547,45,102,35
3666,4329,52,197,3
10356,480,45,96,78
2615,9079,45,102,106
9251,2072,46,86,28
11576,2368,46,86,290
4503,738,48,50,2
9254,10123,46,50,43
9873,1686,22,411,36
10634,7981,42,73,432
2787,8633,52,323,3
4266,8734,46,86,52
6675,4395,48,50,120
2580,8684,53,55,0
5613,445,48,50,439
10498,7136,53,348,2
5990,2415,46,50,24
10343,10062,53,197,2
5802,3754,53,197,4
4604,5858,53,197,4
1846,6820,48,50,20
1204,3466,53,167,5
11121,7409,53,57,0
66,5876,48,50,22
8450,10211,48,50,42
9608,3035,53,57,0
1035,5675,53,55,0
10550,3975,46,86,114
9874,3167,53,238,0
81,1530,53,323,4
1561,1591,22,416,38
10353,7226,44,71,128
11620,9493,53,323,2
3535,9322,46,86,286
8422,8649,46,86,356
4269,10305,53,167,3
4047,9877,53,167,3
7868,1192,53,340,2
46,8835,46,86,19
9470,7795,53,197,2
1142,738,48,50,55
3659,7999,46,86,83
5278,4964,36,84,116
10779,2667,23,420,49
5689,6678,37,81,701
8002,6347,38,68,116
7186,3182,39,73,126
10224,8524,40,75,123
4140,5422,41,82,472
2179,8459,43,76,133
9980,10349,42,67,827
7187,6094,44,79,558
6056,6359,45,85,59
7589,2973,29,79,23
5345,7204,48,96,315
2306,7119,23,396,41
4794,3580,33,74,30
1583,9172,29,73,24
5941,8019,48,90,78
8993,1211,33,71,27
3723,3912,33,81,31
5892,9072,32,81,20
3610,8885,31,84,25
5572,2665,30,84,25
10319,3323,30,72,109
7720,2191,28,81,21
9822,5315,29,75,28
2272,4465,24,411,49
2120,9172,29,73,20
3980,7069,54,51,0
6657,8855,55,51,0
9835,9172,34,73,29
11198,7082,34,84,26
585,1519,53,349,6
10671,8189,43,87,122
4877,7834,44,67,75
4709,3921,54,52,4
588,8037,48,90,146
11549,2710,48,90,386
9719,2905,54,57,0
11224,7731,55,51,0
9693,7731,55,51,0
2157,8535,48,90,23
3984,2684,55,36,2
400,10026,48,90,20
6389,3169,55,59,0
11316,8617,55,55,0
4800,7073,55,57,0
8371,448,54,345,504
7634,3537,54,350,2
3279,7518,55,22,9
7370,1039,24,415,27
7471,2586,32,73,39
4951,3206,32,80,30
8349,10175,55,168,1
250,3537,55,388,2
6040,5915,31,79,40
1463,4750,56,36,2
9452,7061,55,239,4
10749,1578,31,69,40
2279,10302,56,60,3
9174,6783,56,51,0
7347,4524,44,79,65
2619,5775,56,51,0
7112,9109,56,51,0
3901,9071,56,60,4
1010,10274,56,51,3
933,1908,56,53,3
5573,4212,29,77,36
10416,6820,48,50,20
1538,6700,28,84,37
10250,7641,29,75,38
4253,4940,32,83,20
4373,8321,56,60,2
3359,8989,57,36,2
6084,9229,56,54,4
4437,4890,29,77,39
7929,4263,29,71,34
10535,9283,57,60,3
10380,7617,57,54,3
2119,2328,57,51,3
1767,8729,57,168,3
2948,8455,25,418,60
1337,1850,33,71,48
7289,1940,58,36,2
6549,4308,57,6,4
7597,6372,57,438,3
220,1315,33,79,44
3969,7061,57,239,4
6091,7461,57,51,0
4887,4098,57,51,0
10834,3848,57,51,3
10951,5258,57,51,5
1925,1205,33,84,46
8060,9289,57,55,3
6625,8061,34,81,46
1317,5636,58,164,3
1404,4872,58,57,0
5010,8434,58,51,0
1950,9506,58,57,0
9388,410,58,56,3
2546,8186,58,0,4
4413,3960,58,57,0
8978,3528,50,99,290
2798,1874,58,51,4
6933,6555,58,60,4
3961,8223,58,168,3
7077,2086,58,314,4
4231,9808,58,168,3
1267,1534,58,168,3
11219,7626,53,345,5
1340,9078,58,21,0
7412,6072,58,232,4
1940,782,59,60,4
6183,7004,59,164,3
10997,8226,59,164,3
6179,4190,59,36,2
6402,1440,54,345,286
8996,2095,59,434,3
1507,8261,59,268,3
6116,836,59,268,3
9358,6653,59,60,4
6414,4406,59,60,5
1080,4136,43,81,70
6065,8430,60,505,1091
4697,6828,59,434,3
2576,9366,59,157,3
10179,7353,59,165,3
1112,4569,59,0,4
2253,6452,59,400,2
7402,8118,58,232,4
8217,7964,60,268,3
4777,8168,25,396,47
8286,8172,60,434,3
196,71,35,78,81
9453,8578,60,157,3
303,9161,60,60,2
8414,3235,60,400,2
9861,5129,36,79,65
3337,2214,60,57,3
9122,6075,60,60,4
7554,8670,60,60,4
2555,2586,36,73,74
1529,4433,60,157,3
2401,6637,60,157,3
4048,10201,60,0,3
5686,5748,60,493,3
6476,2070,60,493,4
5980,6699,60,60,2
8667,1027,60,399,2
4593,7943,38,84,72
428,4359,60,434,3
6139,8425,61,57,3
7755,1303,61,157,3
9158,2437,61,570,3
8435,1698,39,84,65
2664,9714,60,51,4
4725,7653,60,399,2
11151,7318,39,81,65
9886,7610,28,84,54
5724,10215,62,169,3
1895,8213,40,81,61
336,1516,28,71,42
2613,1698,43,84,63
10358,9704,62,570,5
9035,4960,62,60,3
949,6287,62,65,4
1976,9460,62,169,3
7795,7351,29,73,46
11325,3520,30,80,46
5685,9779,62,181,2
7099,10267,62,158,3
1350,7295,62,158,3
2821,6262,31,71,44
1428,8087,30,84,56
3115,3999,31,84,54
10465,3870,32,84,59
4530,1339,33,84,53
6881,9433,33,73,67
6713,7239,34,71,65
603,2186,34,78,67
7678,9285,37,78,52
11262,3895,37,84,80
7357,6390,40,71,87
8514,3682,41,76,78
1065,10292,41,79,79
7658,9492,42,82,77
10807,4890,42,77,78
7394,5443,41,84,97
11328,8547,40,84,108
221,10330,39,81,90
6278,8720,41,84,114
7933,3408,37,84,107
5640,1130,38,78,338
518,6030,38,67,74
2348,6542,36,84,94
8581,8606,36,78,81
6199,8789,34,79,99
4026,9059,34,81,75
1246,7855,28,71,61
9497,5551,39,76,91
9593,4437,28,84,78
3792,4890,29,77,63
10774,6214,29,79,81
6979,3246,33,71,90
8519,5491,31,74,68
7377,7390,32,79,81
7770,3789,30,73,98
6767,6390,32,71,88
2108,10138,35,67,78
3434,4890,33,77,72
3508,6489,33,80,54
8169,7508,28,73,103
1520,4301,29,77,107
454,163,31,69,97
7479,9305,35,84,114
9858,9388,32,84,111
3512,2162,32,75,106
4855,5617,32,75,106
1290,642,33,70,427
8126,7595,34,76,129
3001,3014,35,84,81
4014,5348,26,71,55
1920,9057,31,142,36
6167,9057,34,142,43
8649,9057,36,142,42
7766,9057,39,142,44
8304,5834,42,142,39
7947,7556,45,475,27
6862,8701,48,90,23
4407,1665,45,476,16
5259,7747,52,118,10
3147,5370,39,142,2
2429,5321,26,75,73
1240,1867,31,142,24
6627,8301,44,475,28
6321,9096,48,90,282
2031,7276,48,90,80
4086,9881,44,475,65
1076,10144,45,476,73
2476,1008,49,385,25
6294,4140,52,118,13
3173,966,49,385,23
4590,7018,26,73,65
9705,6876,49,385,26
4262,2432,49,385,19
3207,7410,26,84,60
2051,485,50,406,13
325,2387,50,406,21
5605,6920,50,406,19
2494,7505,50,406,54
6992,4691,50,406,427
6226,941,50,406,88
1892,4992,50,406,92
11417,9916,50,406,116
9846,1879,50,406,198
5878,413,52,118,6
11356,3824,50,406,331
5620,6197,26,71,55
4304,6620,57,23,63
7116,6340,57,21,64
9297,4072,57,38,165
7741,9818,57,41,247
7175,4965,45,476,135
341,3303,57,40,265
1960,7546,45,476,255
4571,2493,34,129,110
8913,1241,27,74,64
2630,9450,57,39,478
5449,2586,57,46,741
10313,3498,57,38,977
7052,7235,57,42,863
6431,7813,44,475,177
10218,5602,60,503,18
5831,2220,60,503,16
1717,1161,60,503,13
9681,2982,44,475,249
408,7128,50,475,664
7350,10128,50,476,353
9564,7813,50,475,176
7066,7274,44,475,350
7254,10128,45,476,353
5182,7128,44,475,664
4995,5954,36,131,117
919,5692,27,188,48
1499,2346,49,303,29
1955,4584,49,303,56
5308,1897,49,303,78
7774,9957,49,303,134
6770,8912,49,303,191
11623,5587,49,303,413
8535,4534,34,129,202
4169,2120,37,138,236
10257,3522,34,129,1056
11389,1542,60,503,26
10197,5451,60,503,56
4196,321,45,475,20
4968,2700,45,475,20
6553,6547,45,475,74
8462,6553,45,143,20
8670,8465,19,415,62
1707,4516,29,129,22
3273,208,34,129,26
423,9279,31,129,25
8193,2595,32,129,109
5721,8767,33,129,29
9923,10365,33,129,23
9661,2202,33,129,24
9190,2773,35,129,29
3018,7213,36,129,37
6400,3391,37,131,41
6451,9958,19,415,63
3166,2044,38,135,26
5470,2149,39,128,25
4006,5865,41,139,24
7381,3064,41,132,25
1342,5486,44,130,27
2728,6553,45,143,20
6669,6149,46,133,32
6160,10229,45,143,36
9359,4375,34,129,34
2595,332,19,415,57
9859,707,28,129,28
6428,9532,29,129,33
945,9805,31,129,27
10767,2659,32,129,48
1012,4707,33,129,40
3007,4038,33,129,32
10262,6747,35,129,35
10705,1468,36,131,57
8811,8251,45,143,53
