inventory_id,set_num,inventory_set_quantity
6647,7716,0
6661,8255,0
6661,4394,0
6661,6085,0
6670,5773,0
6670,3813,0
6675,3722,0
6675,4657,0
6675,3466,0
6675,1869,0
6675,11088,0
6675,7429,0
6675,998,0
6675,5219,0
6675,10383,0
6675,5255,0
6675,5017,0
6675,3248,0
6675,5084,0
6675,7916,0
6675,2979,0
6675,4216,0
6719,852,0
6719,9103,0
6719,7483,0
6719,7117,0
6719,3793,0
6719,10539,0
6719,5486,0
6719,6121,0
6719,7746,0
6719,7765,0
6719,10681,0
6719,8750,0
6719,2809,0
6719,8333,0
6719,6181,0
6719,8775,0
6719,195,0
6719,3486,0
6719,4498,0
6719,7364,0
6719,1093,0
6719,2606,0
6719,11426,0
6719,10923,0
6723,4159,0
6723,3780,0
6723,4005,0
6723,3559,0
6723,3090,0
6723,1001,0
6734,9910,0
6734,8216,0
6734,7071,0
6734,5534,0
6738,7069,6
6765,6578,0
6765,1517,0
6765,11080,0
6765,3771,0
6765,10525,0
6765,935,0
6765,4967,0
6765,4320,0
6765,4451,0
6765,2812,0
6765,3112,0
6765,10652,0
6765,3034,0
6765,1091,0
6765,5316,0
6765,184,0
6765,6864,0
6765,868,0
6765,2852,0
6765,1863,0
6765,10691,0
6765,10129,0
6765,6288,0
6765,3493,0
6811,7375,0
6811,9399,0
6811,9950,0
6811,1491,0
6811,5764,1
6811,1764,0
6828,5367,0
6828,4005,0
6858,10359,0
6858,10350,0
6858,9497,0
6860,6229,0
6860,806,0
6860,6911,0
6865,4754,0
6879,4485,0
6879,7389,0
6889,4359,0
6889,7842,0
6889,2200,1
6889,1370,0
6889,2567,1
6912,5823,0
6912,2782,0
6912,1115,0
6961,4881,0
6961,10309,0
6961,10671,0
6969,6983,0
6969,2461,0
6969,3162,0
6970,4592,0
6970,9579,0
6970,6466,0
6982,8005,0
6982,10618,0
6982,5631,0
6982,8076,0
6982,6380,0
6982,9420,0
6982,10639,0
6982,10975,0
6993,3391,0
6993,8484,0
6993,8608,0
7024,7208,0
7024,8108,0
7024,830,0
7024,5479,0
7045,1284,0
7045,3857,0
7045,10687,0
7045,4974,0
7073,9581,0
7073,5151,0
7127,5838,0
7127,8489,0
7127,6760,0
7127,533,0
7137,5926,0
7137,4912,0
7137,8027,0
7148,11502,0
7148,3558,0
7148,10369,0
7212,10316,0
7212,7257,0
7212,2850,0
7212,3853,0
7212,5117,0
7212,2206,0
7212,5309,0
7212,2608,0
7212,10876,0
7212,2564,0
7212,7955,0
7212,6972,0
7212,10209,0
7212,29,0
7212,8086,0
7212,5500,0
7212,5098,0
7212,3819,0
7212,31,0
7212,954,0
7212,8975,0
7212,708,0
7212,3687,0
7212,3768,0
7217,9531,0
7217,9995,0
7225,3327,1
7230,5660,0
7230,73,0
7234,3417,0
7239,267,0
7239,4817,0
7239,9203,0
7252,4940,0
7252,7576,0
7252,6243,0
7252,3208,0
7252,1634,0
7252,10811,0
7252,4872,0
7252,8017,0
7252,1285,0
7252,3672,0
7252,7705,0
7252,1769,0
7252,9474,0
7252,11295,0
7252,850,0
7252,1014,0
7252,3503,0
7252,8379,0
7252,2881,0
7252,1159,0
7252,9242,0
7252,1341,0
7252,10013,0
7252,11633,0
7260,1639,0
7260,4934,0
7269,1872,0
7269,943,0
7269,6939,0
7319,8408,0
7319,11201,0
7319,9000,0
7351,2921,0
7351,7484,0
7361,2607,0
7361,246,0
7361,10360,0
7363,3789,0
7363,4099,0
7363,10485,0
7363,9583,0
7365,6536,0
7365,43,0
7399,3267,0
7399,9479,0
7403,1747,0
7403,5303,0
7403,2385,0
7403,4166,0
7403,8616,0
7403,6801,0
7405,4016,0
7405,1416,0
7421,736,0
7421,3050,0
7449,6828,0
7449,2011,0
7450,2723,0
7450,9194,0
7450,10255,0
7450,1692,0
7450,11140,0
7450,1963,0
7450,6346,0
7450,10663,0
7450,4550,0
7450,4075,0
7450,1773,0
7450,1936,0
7450,7557,0
7450,3036,0
7450,10238,0
7450,3735,0
7469,2172,6
7490,3477,0
7490,10026,0
7498,9799,0
7498,6946,0
7498,10256,0
7498,4647,0
7498,9582,0
7498,8275,0
7498,2153,0
7498,8300,0
7498,9689,0
7498,11115,0
7498,3997,0
7498,4896,0
7498,10829,0
7498,1706,0
7498,9972,0
7498,3690,0
7501,8785,0
7501,3936,0
7545,5119,0
7545,9724,0
7545,6816,0
7545,9645,0
7574,7465,0
7574,7150,0
7574,7874,0
7581,1104,0
7581,5200,0
7581,2531,0
7581,191,0
7581,3316,0
7581,1025,0
7581,1170,0
7581,1417,0
7581,6442,0
7581,208,0
7581,1506,0
7581,4921,0
7581,2618,0
7581,2178,0
7581,11628,0
7581,2381,0
7581,2001,0
7581,3071,0
7581,1987,0
7581,9313,0
7581,5750,0
7581,11028,0
7581,4120,0
7581,1898,0
7587,593,0
7587,6932,0
7587,6795,0
7599,4799,0
7599,10042,0
7599,4607,0
7626,4686,0
7626,3871,0
7626,7478,0
7626,10492,0
7626,2931,0
7626,143,0
7626,6589,0
7626,3398,0
7626,235,0
7626,10967,0
7626,8893,0
7626,9165,0
7626,2218,0
7626,11560,0
7626,4289,0
7626,10723,0
7628,593,0
7628,2160,0
7654,2609,0
7665,4804,0
7665,6868,0
7693,7340,0
7693,1627,0
7693,5731,0
7693,2579,0
7693,11523,0
7693,2197,0
7693,1990,0
7693,1071,0
7693,6214,0
7704,4159,0
7704,5176,0
7704,5347,0
7704,4005,0
7748,11597,0
7748,6459,0
7748,5481,0
7748,10635,0
7748,8748,0
7748,7934,0
7749,3138,0
7749,1132,0
7749,8290,0
7752,1644,0
7752,3646,0
7752,749,0
7788,7706,0
7788,6659,0
7788,1152,0
7788,7851,0
7791,6289,0
7791,9012,0
7791,3928,0
7892,4245,0
7892,7207,0
7892,162,0
7892,9780,0
7898,1012,0
7898,324,0
7898,974,0
7909,2785,6
7911,10513,0
7911,11502,0
7911,10401,0
7954,5677,0
7954,7835,0
7954,11669,0
7954,5581,0
7954,3438,0
7954,8743,0
7954,6941,0
7960,5366,0
7960,2574,0
7960,10698,0
7960,2449,0
7976,67,0
7976,6043,0
7976,4406,0
8012,7446,0
8012,6123,0
8012,5820,0
8012,5771,0
8036,6525,0
8036,4524,0
8036,9398,0
8036,3349,0
8057,11268,0
8129,4159,0
8129,3780,0
8129,4005,0
8129,9,0
8132,1872,0
8132,943,0
8132,6939,0
8136,3450,0
8136,5787,0
8136,3699,0
8136,1128,0
8136,562,0
8149,2151,0
8149,2748,0
8149,10110,0
8149,756,0
8157,6284,0
8157,706,0
8157,4266,0
8198,7078,0
8198,3554,0
8198,619,0
8235,5123,0
8235,3087,0
8260,10175,0
8260,6696,0
8260,11520,0
8268,1295,0
8268,8700,0
8268,7316,0
8284,8327,6
8285,11528,0
8285,4198,0
8337,3040,0
8337,7616,0
8337,2344,0
8337,9326,0
8337,5043,0
8337,9277,0
8337,2383,0
8337,10773,0
8337,9967,0
8337,7294,0
8337,6636,0
8337,82,0
8337,164,0
8337,5142,0
8337,9353,0
8337,1120,0
8342,9774,0
8342,6364,0
8342,7945,0
8342,2376,0
8342,9175,0
8342,7177,0
8357,4303,0
8357,8240,0
8357,768,0
8442,5432,0
8442,6683,0
8495,6043,0
8495,7248,0
8541,119,0
8541,10685,0
8541,1121,0
8551,67,0
8551,6043,0
8551,3126,0
8592,5000,0
8592,3794,0
8592,3041,0
8603,8128,0
8603,8148,0
8608,2780,0
8608,10494,1
8608,9085,0
8608,374,0
8620,795,0
8620,11116,0
8620,7491,0
8620,4152,0
8620,8946,0
8620,11534,0
8620,8442,0
8620,4251,0
8620,75,0
8620,9318,0
8620,4908,0
8620,9704,0
8620,1961,0
8620,6782,0
8620,4961,0
8620,9817,0
8620,8940,0
8620,8249,0
8620,10890,0
8620,10027,0
8620,4987,0
8620,2959,0
8620,8306,0
8620,5050,0
8622,6781,0
8622,1756,0
8622,4323,0
8622,4233,0
8657,2476,0
8657,3173,0
8657,9705,0
8657,4262,0
8692,2889,0
8692,4012,0
8718,4359,0
8718,7842,0
8718,7305,1
8718,2200,1
8718,1370,0
8770,408,0
8770,7350,0
8770,9564,0
8777,7375,1
8777,9399,2
8777,9950,1
8814,7438,0
8814,10945,0
8814,7689,0
8820,593,0
8820,3087,0
8873,2184,0
8873,10830,0
8873,3343,0
8883,6659,0
8883,4635,0
8883,7851,0
8883,10029,0
8894,11609,0
8894,6914,0
8905,8357,0
8905,6249,0
8951,3391,0
8951,6407,0
8951,8484,0
8951,3559,0
8951,1133,0
8951,2586,0
8962,2642,0
8962,9881,0
8962,3490,0
8962,2431,0
8968,4283,0
8968,8999,0
8968,3516,0
8968,4118,0
8968,10521,0
8968,2130,0
8979,3559,0
8979,9246,0
8979,1133,0
8979,2586,0
8990,2353,0
8990,1862,0
8990,8745,0
8990,2004,0
8998,270,0
8998,3627,0
9002,2120,0
9002,10250,0
9002,4437,0
9013,11644,6
9015,7465,0
9015,8839,0
9015,2838,0
9015,7150,0
9015,7874,0
9039,10771,6
9079,6399,0
9079,713,0
9079,2121,0
9079,1779,0
9079,1586,0
9079,6166,0
9122,9614,6
9132,170,0
9132,2682,0
9132,6791,0
9132,6000,0
9160,9780,0
9160,9408,1
9183,2449,0
9183,4957,0
9306,755,0
9306,2843,0
9306,9493,0
9321,7282,0
9321,1376,0
9321,4079,0
9322,7505,0
9322,7163,0
9322,3904,0
9331,5998,0
9331,5204,0
9331,8213,0
9331,593,0
9331,6932,0
9331,9851,0
9331,1491,0
9331,5764,1
9331,1764,0
9338,9808,0
9338,2563,0
9338,2902,0
9338,757,0
9338,7385,0
9338,3973,0
9338,7495,0
9338,10384,0
9338,684,0
9338,7162,0
9338,2277,0
9338,7940,0
9338,6,0
9338,617,0
9338,8421,0
9338,10205,0
9338,9610,0
9338,6172,0
9338,7026,0
9338,9682,0
9338,9584,0
9338,1251,0
9338,11371,0
9338,6990,0
9347,6785,0
9347,808,0
9358,10436,0
9358,6050,0
9358,6695,0
9358,9400,0
9358,1576,0
9358,5616,0
9381,3629,6
9394,5921,0
9394,4159,0
9394,5176,0
9394,8832,0
9442,1615,0
9442,7155,0
9442,10088,0
9442,7574,0
9454,3958,0
9454,822,0
9454,219,0
9472,8926,0
9472,3227,0
9487,1067,0
9487,4672,0
9489,9780,0
9489,9408,0
9489,7609,0
9489,2465,0
9501,5854,0
9501,7919,0
9501,10504,0
9521,3777,0
9521,1872,0
9521,943,0
9521,6939,0
9533,11290,1
9533,2014,0
9538,311,0
9538,3189,0
9549,3558,0
9549,9581,0
9549,696,0
9570,11311,0
9570,10071,0
9570,4750,0
9572,7438,0
9572,10945,0
9572,7689,0
9602,9780,0
9602,9408,0
9602,11119,0
9602,11531,0
9644,1515,0
9644,5706,0
9644,4720,0
9663,11268,0
9678,10024,0
9678,871,0
9678,1813,0
9678,1847,0
9678,845,0
9678,9919,0
9678,6821,0
9678,4587,0
9678,4438,0
9678,3913,0
9678,8617,0
9678,534,0
9678,1858,0
9678,10746,0
9678,5078,0
9678,5621,0
9690,6730,0
9690,10805,0
9711,1925,0
9711,1428,0
9711,4530,0
9713,9397,0
9713,1442,0
9713,11066,0
9715,7872,0
9715,145,0
9715,6215,0
9715,9504,0
9730,1805,0
9730,2545,0
9730,6505,0
9730,3343,0
9758,4817,0
9758,6731,0
9758,10349,0
9859,2094,0
9859,10497,0
9859,560,0
9859,5798,0
9859,8236,0
9859,5800,0
9859,84,0
9859,8744,0
9859,277,0
9859,5536,0
9864,6063,0
9864,8353,0
9864,2550,0
9912,6125,0
9912,8859,0
9912,1132,0
9929,6416,0
9929,9241,0
9929,2905,0
9936,11345,0
9936,2269,0
9936,83,0
9956,4359,0
9956,7842,0
9956,2200,1
9956,1370,0
9956,7379,1
10003,1284,0
10003,3857,0
10003,10687,0
10003,4974,0
10004,3873,0
10004,1594,0
10004,4362,0
10004,7508,0
10011,9780,0
10011,9408,0
10011,11119,0
10011,11531,0
10016,5123,0
10016,6932,0
10016,3087,0
10023,5271,0
10023,1935,0
10023,2988,0
10023,11627,0
10051,6520,6
10052,5861,0
10052,9518,0
10058,11572,0
10058,4350,0
10058,26,0
10058,10956,0
10065,5245,0
10065,7387,0
10065,2635,0
10065,8874,0
10076,11666,0
10076,10836,0
10098,5114,0
10098,4371,0
10098,6961,0
10098,7212,0
10098,6055,0
10098,2369,0
10106,3620,0
10106,8449,0
10106,174,0
10106,11278,0
10159,8785,0
10159,3936,0
10168,1491,1
10168,7405,0
10168,5764,1
10168,3952,0
10187,2574,0
10187,8484,0
10187,6162,0
10187,11306,0
10210,4994,0
10210,1384,0
10210,8266,0
10210,1215,0
10221,9739,0
10221,5650,0
10221,3823,0
10221,11370,0
10221,3835,0
10264,3504,0
10264,1060,0
10264,10402,0
10264,7442,0
10264,7941,0
10264,9491,0
10356,11268,0
10395,6265,0
10395,3646,0
10395,9493,0
10424,7583,0
10424,10505,0
10424,9982,0
10424,8233,0
10450,8075,0
10450,3618,0
10450,6607,0
10450,3779,0
10450,1840,0
10450,8186,0
10475,738,0
10475,9795,0
10475,9068,0
10519,5366,0
10519,2574,0
10519,2449,0
10519,3090,0
10519,1001,0
10533,4406,0
10533,9219,0
10543,3138,0
10543,1132,0
10543,8290,0
10552,4305,0
10552,11300,0
10552,5180,0
10552,1588,0
10552,4076,0
10572,145,0
10572,4577,0
10572,6215,0
10572,11222,0
10572,9504,0
10572,9045,0
10687,3376,0
10687,9333,0
10687,7935,0
10687,8412,0
10690,5677,0
10690,7835,0
10690,11669,0
10690,5581,0
10690,3438,0
10690,8743,0
10703,3450,0
10703,5787,0
10703,3699,0
10710,4957,0
10710,1704,0
10710,2519,0
10710,7071,0
10716,1162,0
10716,8970,0
10716,442,0
10741,8216,0
10741,1220,0
10741,7054,0
10746,10353,0
10746,2179,0
10747,1524,0
10747,6652,0
10747,8579,0
10747,3482,0
10747,7735,0
10747,1403,0
10747,4403,0
10747,1037,0
10747,6764,0
10747,913,0
10747,9578,0
10747,2338,0
10747,3454,0
10747,247,0
10747,7176,0
10747,171,0
10747,8578,0
10747,8652,0
10747,8620,0
10747,7734,0
10747,292,0
10747,1603,0
10747,6469,0
10747,9938,0
10750,5298,0
10750,6146,0
10750,8216,0
10750,1220,0
10773,3720,0
10798,6846,0
10798,10874,0
10798,10577,0
10798,10220,0
10808,5680,0
10808,9664,0
10808,3996,0
10815,1805,0
10815,1537,0
10815,4655,0
10815,2545,0
10815,6505,0
10815,872,0
10815,2184,0
10815,10830,0
10815,3343,0
10815,156,0
10815,9310,0
10815,2125,0
10816,6416,0
10816,2905,0
10820,2572,0
10820,1146,0
10826,9922,0
10826,10148,0
10826,5087,0
10826,11495,0
10834,3333,0
10841,8005,0
10841,10618,0
10841,8076,0
10841,6380,0
10841,10975,0
10855,1257,0
10855,8009,0
10855,4485,0
10855,4344,0
10855,6336,0
10855,7389,0
10855,8046,0
10872,10483,0
10872,10230,0
10872,4232,0
10882,593,0
10882,9851,0
10898,9526,0
10898,8269,0
10945,9739,0
10945,5650,0
10957,1442,0
10957,372,0
10957,6694,0
10980,6559,0
10980,3645,0
10980,6263,0
11012,2082,0
11012,8264,0
11012,1344,0
11012,4779,0
11012,10523,0
11012,5617,0
11012,6276,0
11012,11017,0
11012,616,0
11012,4007,0
11012,11447,0
11012,5546,0
11012,1429,0
11012,8438,0
11012,9447,0
11012,4287,0
11016,2566,0
11016,8603,0
11016,10136,0
11016,2989,0
11016,1401,0
11016,1020,0
11016,3213,0
11016,2640,0
11016,376,0
11016,3043,0
11016,10920,0
11016,185,0
11016,4496,0
11016,10303,0
11016,1072,0
11016,3453,0
11016,5370,0
11016,3150,0
11034,10561,0
11034,8847,0
11034,9057,0
11034,3523,0
11034,5523,0
11034,6089,0
11034,4820,0
11034,4439,0
11034,10516,0
11034,1523,0
11034,7547,0
11034,6532,0
11034,10192,0
11034,2386,0
11034,5714,0
11034,7769,0
11035,4131,0
11035,10739,0
11035,5457,0
11035,5310,0
11035,11364,0
11035,3046,0
11035,6131,0
11035,3369,0
11035,9544,0
11035,2730,0
11035,4652,0
11035,9659,0
11035,1757,1
11035,9356,0
11035,4144,0
11035,6822,0
11035,6883,0
11035,5284,0
11035,11263,0
11035,9675,0
11259,6928,0
11259,9573,0
11259,1266,0
11259,10783,0
11259,10091,0
11259,4410,0
11259,11372,0
11259,4740,0
11259,5840,0
11259,9621,0
11259,11131,0
11259,10631,0
11259,8773,0
11259,4256,0
11259,8576,0
11259,5578,0
