inventory_id,set_num,inventory_set_quantity
596,7623,0
609,7433,0
609,5661,0
609,1136,0
609,3005,0
609,10804,0
609,3637,0
610,8692,0
610,5833,0
614,3237,0
614,3515,0
614,8049,0
614,5113,0
614,4043,0
614,9964,0
616,7179,0
616,3414,0
616,6570,0
645,7071,0
645,5534,0
645,4895,0
651,1637,0
651,5757,0
651,5532,0
651,2382,0
651,11141,0
759,3823,0
759,11370,0
759,3835,0
760,9767,0
760,7796,0
775,1541,0
775,9920,0
775,11142,0
775,8360,0
775,5464,0
775,1268,0
775,7346,0
775,8512,0
775,4197,0
775,4000,0
775,8063,0
775,9695,0
775,1270,0
775,5560,0
775,551,0
775,4215,0
806,5225,0
806,4584,0
806,485,0
807,2574,0
807,8216,0
833,8462,0
833,6160,0
833,6436,0
845,5680,0
845,9664,0
845,3996,0
853,3460,0
853,11047,0
854,9995,0
854,3199,0
854,8268,0
868,3267,0
868,9479,0
884,5123,0
884,6795,0
886,5123,0
886,6932,0
886,9043,0
890,1864,0
890,9220,0
890,9351,0
890,10659,0
890,56,0
890,10116,0
890,78,0
899,4345,0
899,656,0
899,4317,0
899,9847,0
899,9054,0
899,5762,0
909,1275,1
909,3467,0
909,10200,0
909,3856,0
923,2120,0
923,6040,0
923,10749,0
924,9503,0
924,211,0
924,3736,0
924,6203,0
943,3391,0
943,6407,0
943,5366,0
943,2449,0
955,8136,0
955,2574,0
955,2449,0
955,9485,0
955,3090,0
955,445,0
955,1001,0
958,10051,0
958,11502,0
958,3558,0
971,3660,0
971,8803,0
971,7961,0
971,5166,0
1088,1406,0
1088,6945,0
1098,11407,0
1098,5018,0
1098,11204,0
1108,8693,0
1108,6032,0
1108,9208,0
1108,11076,0
1108,9672,0
1112,5921,0
1112,287,0
1135,11261,0
1135,9266,0
1135,3911,0
1158,11257,0
1158,2862,0
1164,9029,0
1164,5277,0
1164,10138,0
1164,5107,0
1164,4917,0
1168,2375,0
1168,2449,0
1168,3090,0
1174,9661,0
1174,6428,0
1174,945,0
1190,3873,0
1190,1594,0
1190,7569,0
1190,1115,0
1206,839,0
1209,2184,0
1209,10830,0
1209,3343,0
1209,156,0
1209,9310,0
1209,2125,0
1209,3582,1
1269,6951,0
1269,6687,0
1269,5924,0
1277,3665,0
1277,11108,0
1277,10206,0
1277,5511,0
1277,1100,0
1277,5387,0
1277,3657,0
1277,2410,0
1277,9813,0
1277,4046,0
1277,9260,0
1277,7615,0
1277,8072,0
1277,5452,0
1277,1032,0
1277,9342,0
1277,6888,0
1277,222,0
1277,6219,0
1277,8190,0
1277,10921,0
1277,5746,0
1277,7430,0
1277,2910,0
1301,8676,0
1301,637,0
1339,3119,0
1339,7920,0
1339,8054,0
1339,6537,0
1339,6430,0
1339,575,0
1339,9236,0
1339,2955,0
1339,819,0
1339,10824,0
1339,4460,0
1339,6545,0
1339,2360,0
1339,9305,0
1339,6193,0
1339,6711,0
1349,2778,0
1349,91,0
1376,593,0
1376,6932,0
1376,9851,0
1409,9780,2
1409,9408,2
1417,10225,0
1417,11334,0
1417,10977,0
1485,9472,0
1485,1023,0
1500,5735,0
1500,4003,0
1500,11279,0
1500,2624,0
1500,6110,0
1516,7660,0
1516,4500,0
1516,38,0
1516,10624,0
1516,9444,0
1516,366,0
1527,5123,0
1527,6932,0
1527,2160,0
1592,618,0
1592,10449,0
1592,9644,0
1592,10152,0
1604,8276,1
1604,4187,0
1638,2981,0
1638,1872,0
1638,943,0
1638,1126,0
1638,2302,0
1638,6939,0
1650,3779,0
1650,8186,0
1656,9692,0
1656,1445,0
1656,8943,0
1670,3280,0
1670,6263,0
1676,8311,0
1676,6230,0
1676,7165,0
1692,8642,0
1692,1291,0
1692,6291,0
1692,6925,0
1692,7546,0
1692,3946,0
1692,2922,0
1692,10593,0
1692,11636,0
1692,3669,0
1692,6588,0
1692,3912,0
1692,5606,0
1692,5006,0
1692,4591,0
1692,9590,0
1692,10496,0
1692,2992,0
1692,9369,0
1692,3693,0
1692,2209,0
1692,3323,0
1692,2783,0
1692,3212,0
1692,169,0
1692,9238,0
1692,3067,0
1692,8655,0
1692,5609,0
1692,4473,0
1711,2661,0
1711,8661,0
1711,11412,0
1720,4159,0
1720,3780,0
1720,1908,0
1720,4005,0
1733,6229,0
1733,1475,0
1738,5138,0
1738,6220,0
1738,9625,0
1738,9486,0
1738,11632,0
1738,11405,0
1738,8666,0
1738,8080,0
1738,4717,0
1738,7064,0
1738,7726,0
1738,5011,0
1738,4494,0
1738,1585,0
1738,4710,0
1738,6936,0
1738,6062,0
1738,225,0
1738,11455,0
1738,3569,0
1738,9144,0
1738,7274,0
1738,7863,0
1738,5222,0
1774,1747,0
1774,4181,0
1774,5303,0
1774,2385,0
1774,4166,0
1774,8616,0
1774,6801,0
1780,8567,0
1780,11374,0
1780,9538,0
1784,4005,0
1784,8608,0
1784,9,0
1802,3283,0
1802,9325,0
1835,1908,0
1835,4005,0
1837,11369,0
1837,3144,0
1837,3778,0
1845,10423,0
1845,11240,0
1883,6078,0
1883,4522,0
1898,2946,0
1898,3386,0
1910,3723,0
1910,7471,0
1910,7929,0
1918,7694,0
1918,7290,0
1918,1861,0
1918,1497,0
1918,6367,0
1918,10356,0
1946,11161,0
1946,9738,0
1946,7323,0
1946,7895,0
1946,4369,0
1946,982,0
1946,7928,0
1946,10960,0
1946,9914,0
1946,10537,0
1946,1345,0
1946,7957,0
1946,5075,0
1946,5438,0
1946,739,0
1946,10938,0
1946,5937,0
1946,4599,0
1946,6026,0
1946,10751,0
1946,6629,0
1946,11646,0
1946,11665,0
1946,9804,0
1954,345,0
1954,1791,0
1954,10538,0
1954,10482,0
1954,5453,0
1954,9270,0
1958,3073,0
1958,2726,0
1958,4536,0
1958,677,0
1971,4516,0
1971,11407,0
1971,11204,0
1972,1707,0
1972,6428,0
1972,945,0
1973,10355,0
1973,3822,0
1973,2757,0
1973,525,0
1973,11155,0
1973,6002,0
1973,8951,0
1973,9285,0
1973,1785,0
1973,11593,0
1973,2594,0
1973,4732,0
1973,6815,0
1973,8106,0
1973,4576,0
1973,6233,0
1973,9529,0
1973,1176,0
1973,7965,0
1973,444,0
1973,5359,0
1973,7068,0
1973,6023,0
1973,7780,0
1994,889,0
1994,5986,0
1994,956,0
1994,1783,0
1997,3777,0
1997,9619,0
1997,1928,0
1997,11015,0
2025,9739,0
2025,5650,0
2064,2040,0
2064,5627,0
2068,9910,0
2068,4957,0
2068,1704,0
2092,3914,0
2092,10428,0
2092,9436,0
2106,5366,0
2106,2574,0
2106,10698,0
2106,2449,0
2107,2859,0
2107,4674,0
2142,1729,0
2142,4399,0
2142,11231,0
2142,9969,0
2142,118,0
2142,1346,0
2142,8523,0
2142,3372,0
2142,6666,0
2142,1474,0
2142,8267,0
2142,5608,0
2142,6082,0
2142,3834,0
2142,9139,0
2142,467,0
2142,6197,0
2142,939,0
2142,11621,0
2142,4579,0
2142,10870,0
2142,4791,0
2142,7610,0
2142,11162,0
2212,5123,0
2212,2160,0
2220,4209,0
2220,5379,0
2220,11150,0
2220,2973,0
2220,116,0
2220,10789,0
2220,1698,0
2220,455,0
2220,4829,0
2220,11647,0
2220,4585,0
2220,4557,0
2220,8139,0
2220,5759,0
2220,824,0
2220,8460,0
2227,3343,0
2227,9310,0
2227,2125,0
2231,1406,0
2231,6945,0
2231,1302,0
2231,11145,0
2231,3299,0
2231,7801,0
2242,3079,6
2246,9910,0
2246,6417,0
2246,1704,0
2246,6015,0
2261,8484,0
2261,6146,0
2261,11306,0
2264,8851,0
2264,7163,0
2265,5522,0
2265,9878,0
2265,11507,0
2265,7768,0
2265,1046,0
2265,3171,0
2265,2112,0
2271,1763,0
2271,11048,0
2271,11188,0
2271,1283,0
2271,6456,0
2271,11365,0
2271,10431,0
2271,11440,0
2271,2201,0
2282,7309,0
2282,565,0
2282,2583,0
2282,1877,0
2282,3683,0
2282,2166,0
2282,7881,0
2282,11556,0
2284,7897,0
2284,7829,0
2284,3597,0
2284,1149,0
2301,11259,6
2325,1483,0
2336,4641,0
2336,239,0
2355,8836,0
2355,179,0
2355,8710,0
2355,4066,0
2408,2492,0
2408,9721,0
2423,1867,0
2423,2987,0
2423,8800,0
2431,6988,0
2431,273,0
2431,10219,0
2431,4235,0
2431,4148,0
2431,2460,0
2460,5346,0
2460,9631,0
2506,10369,0
2506,7676,0
2507,9040,0
2507,5585,0
2507,3761,0
2510,593,0
2510,6932,0
2510,3087,0
2515,9028,0
2515,6796,0
2519,8943,0
2519,3049,0
2519,1601,0
2553,6041,0
2553,3169,0
2562,1582,0
2562,2375,0
2562,2449,0
2562,3090,0
2580,7248,0
2580,3295,0
2676,11247,0
2676,4219,0
2676,97,0
2691,145,0
2691,4577,0
2691,6215,0
2691,11222,0
2691,9504,0
2691,9045,0
2707,2981,0
2707,2302,0
2748,8010,0
2748,2867,0
2748,2727,0
2755,8654,0
2755,6351,0
2755,5825,0
2755,11559,0
2755,5852,0
2755,3787,0
2755,5502,0
2755,2042,0
2755,1596,0
2755,5830,0
2755,1228,0
2755,1223,0
2755,5134,0
2755,8816,0
2755,10419,0
2755,7410,0
2755,2363,0
2755,6848,0
2755,6804,0
2755,5947,0
2755,600,0
2755,6143,0
2755,9512,0
2755,3383,0
2775,11609,0
2775,6914,0
2808,6915,6
2839,3559,0
2839,9246,0
2839,1133,0
2839,2586,0
2886,5366,0
2886,2574,1
2886,3090,0
2886,445,0
2886,1001,0
2899,4204,0
2899,10237,0
2899,11000,0
2899,2105,0
2899,5274,0
2899,11525,0
2899,7270,0
2899,4960,0
2899,9687,0
2899,11492,0
2899,8531,0
2899,894,0
2899,2176,0
2899,3312,0
2899,1620,0
2899,1036,0
2899,8592,0
2899,4170,0
2899,11220,0
2899,5623,0
2899,4145,0
2899,1199,0
2899,1750,0
2899,10054,0
2904,11514,0
2904,2053,0
2955,3172,0
2955,10189,0
2955,579,0
2955,6940,0
2955,7300,0
2972,9431,0
2972,4136,0
2972,10547,0
2993,3391,0
2993,6407,0
2993,5366,0
2993,2449,0
3016,10767,0
3016,10366,0
3016,3691,0
3067,10581,0
3067,8833,0
3067,2617,0
3067,155,0
3077,378,0
3077,2073,0
3077,8242,0
3077,9135,0
3077,3951,0
3077,5002,0
3086,4954,0
3086,5926,0
3086,4912,0
3086,8027,0
3089,6399,0
3089,713,0
3136,4974,0
3136,3542,0
3136,6367,0
3149,9864,6
3182,4381,0
3182,7793,0
3182,4928,0
3183,2963,0
3193,9841,0
3193,9965,0
3216,7446,0
3216,5820,0
3216,7071,0
3234,5123,0
3234,9043,0
3251,4230,0
3251,8753,0
3271,7572,0
3271,9063,0
3280,8664,0
3280,9507,0
3280,270,0
3280,3627,0
3280,6078,0
3280,4522,0
3309,24,0
3329,726,0
3329,7372,0
3329,5939,0
3352,8914,0
3352,5366,0
3352,2574,0
3352,10698,0
3352,2449,0
3353,5537,0
3353,108,0
3353,9956,0
3363,2321,0
3363,10948,0
3363,6772,0
3363,2368,0
3363,5755,0
3363,2628,0
3363,657,0
3363,3044,0
3363,10656,0
3363,8176,0
3363,9814,0
3363,5313,0
3363,7341,0
3363,4492,0
3363,8734,0
3363,3375,0
3368,7381,0
3368,2308,0
3368,2769,0
3401,6983,0
3401,2461,0
3401,3162,0
3433,7388,0
3435,10980,0
3435,8455,0
3441,11442,0
3441,11518,0
3441,8136,0
3441,6407,0
3441,7446,0
3441,3090,0
3444,10119,0
3444,4996,0
3444,9925,0
3444,4400,0
3444,7409,0
3444,686,0
3444,9551,0
3444,2283,0
3455,9932,0
3455,6311,0
3455,8398,0
3455,5734,0
3455,803,0
3455,717,0
3455,7824,0
3455,8503,0
3455,5566,0
3455,8048,0
3455,7982,0
3455,4945,0
3455,5622,0
3455,6093,0
3455,9080,0
3455,5726,0
3457,9531,0
3457,9995,0
3457,5161,0
3457,3199,0
3457,8396,0
3457,8268,0
3493,10327,0
3493,6839,0
3493,1547,0
3493,10582,0
3493,9653,0
3493,6335,0
3504,5123,0
3504,6932,0
3504,9851,0
3517,566,0
3517,1275,0
3536,7550,0
3536,4562,0
3536,5569,0
3536,10734,0
3536,5384,0
3536,8791,0
3611,4619,1
3611,10423,0
3611,1491,0
3614,138,0
3614,9776,0
3614,6603,0
3614,3053,0
3614,1494,0
3614,967,0
3614,8829,0
3614,2463,0
3614,8941,0
3614,8473,0
3614,9205,0
3614,11446,0
3614,307,0
3614,3755,0
3614,11349,0
3614,3399,0
3627,7355,0
3627,9736,0
3627,1022,0
3627,2535,0
3627,2486,0
3627,11580,0
3627,8903,0
3627,8884,0
3627,7850,0
3627,9413,0
3627,3401,0
3627,3315,0
3627,1011,0
3627,6468,0
3627,10163,0
3627,8111,0
3639,6502,0
3660,11668,0
3660,7976,0
3660,5455,0
3660,839,0
3701,3283,0
3701,9325,0
3701,1491,0
3701,5764,0
3708,7972,0
3708,10845,0
3708,609,0
3738,10079,6
3739,2814,0
3739,5860,0
3739,1415,0
3739,1504,0
3739,10289,0
3739,5439,0
3739,6931,0
3739,9459,0
3739,6922,0
3739,7614,0
3739,2214,0
3739,4282,0
3739,8221,0
3739,9837,0
3739,6280,0
3739,10213,0
3767,9727,0
3767,1157,0
3767,9740,0
3771,4733,0
3771,8866,0
3771,9903,0
3771,9020,0
3803,8859,0
3803,9109,0
3803,5828,0
3803,7152,0
3803,4443,0
3803,8583,0
3823,9053,0
3823,4354,0
3823,3080,0
3823,3325,0
3861,8093,0
3861,9360,0
3936,2102,0
3938,2797,0
3938,2574,0
3938,2449,0
3938,3090,0
3974,3721,0
3974,7447,0
3974,11306,0
3974,992,0
4005,339,0
4005,9511,0
4005,3342,0
4005,1938,0
4005,8943,0
4005,2966,0
4005,3049,0
4005,1601,0
4014,1996,0
4014,10700,0
4014,670,0
4014,11110,0
4029,5343,0
4029,7870,0
4029,4311,0
4058,9445,0
4067,7994,0
4067,1491,0
4067,5764,0
4076,7498,0
4076,8925,0
4076,8490,0
4076,4708,0
4088,10052,0
4088,312,0
4088,6790,0
4088,11537,0
4088,3696,0
4088,3047,0
4088,6358,0
4088,8439,0
4088,4790,0
4088,100,0
4088,1792,0
4088,8957,0
4088,7493,0
4088,10294,0
4088,3068,0
4088,1259,0
4088,8628,0
4088,3647,0
4088,2926,0
4088,3042,0
4088,1673,0
4088,10881,0
4088,7367,0
4088,8704,0
4091,4414,0
4091,9495,0
4091,5889,0
4109,3310,0
4109,1995,0
4146,10444,0
4146,5841,0
4146,3397,0
4146,8585,0
4146,3004,0
4146,1971,0
4146,1775,0
4146,626,0
4146,9279,0
4146,2604,0
4146,5973,0
4146,3146,0
4146,7857,0
4146,1943,0
4146,10813,0
4146,8860,0
4146,11303,0
4146,1710,0
4146,5410,0
4146,7255,0
4146,1047,0
4146,11314,0
4146,8152,0
4146,1749,0
4150,8937,0
4150,10821,0
4161,3504,0
4161,1060,0
4161,8912,0
4161,3940,0
4168,4005,0
4168,3559,0
4168,3090,0
4196,2921,0
4196,7330,0
4202,8345,0
4202,8257,0
4202,10030,0
4202,10147,0
4220,8198,0
4220,2048,0
4220,10707,0
4220,5032,0
4224,5366,0
4224,9485,0
4224,3090,0
4224,445,0
4224,1001,0
4233,3780,0
4233,4005,0
4233,3090,0
4245,6639,0
4245,2040,0
4245,5627,0
4245,10472,0
4245,8025,0
4245,4316,0
4256,1491,2
4256,5764,1
4256,3952,1
4257,8767,0
4257,2430,0
4257,11241,0
4257,4615,0
4257,4525,0
4257,10415,0
4262,7872,0
4262,10928,0
4286,7215,0
4286,6760,0
4319,4914,0
4319,11025,0
4319,782,0
4326,2184,0
4326,10830,0
4326,9310,0
4327,8093,0
4327,6730,0
4327,9360,0
4327,10805,0
4328,6253,0
4328,7211,0
4342,693,0
4342,9951,0
4342,6106,0
4347,10736,0
4347,10467,0
4347,3797,0
4347,5385,0
4366,1439,0
4366,10109,0
4383,8163,0
4383,9442,0
4383,4366,0
4383,858,0
4392,5921,0
4392,287,0
4392,11298,0
4392,4602,0
4402,559,0
4402,838,0
4402,5061,0
4402,963,0
4402,6601,0
4402,11322,1
4420,10816,0
4420,6100,0
4420,9792,0
4500,7362,0
4500,20,0
4500,2270,0
4500,8330,0
4500,8308,0
4500,6544,0
4500,11503,0
4500,9433,0
4500,283,0
4500,1118,0
4500,2388,0
4500,6440,0
4500,6793,0
4500,6779,0
4500,9522,0
4500,1562,0
4500,2967,0
4500,3210,0
4500,3791,0
4500,7452,0
4500,5814,0
4500,288,0
4500,6777,0
4500,5072,0
4518,11518,0
4518,8484,0
4518,4005,0
4518,8608,0
4518,9,0
4555,7171,0
4555,8594,0
4556,11502,0
4556,3558,0
4556,9561,0
4583,4159,0
4583,1908,0
4583,8608,0
4590,9274,0
4590,1476,0
4590,3580,0
4609,738,0
4609,9795,0
4609,9068,0
4609,606,0
4609,5036,0
4609,4273,0
4609,1464,0
4609,11177,0
4609,9809,0
4613,10462,0
4613,10914,0
4613,10185,0
4613,8841,0
4690,10364,0
4690,3216,0
4690,8935,0
4742,7164,0
4806,4180,0
4809,3721,0
4809,2449,0
4809,950,0
4809,6162,0
4830,9963,0
4830,11156,0
4830,4490,0
4841,2773,0
4847,533,0
4888,574,0
4888,7501,0
4888,8231,0
4888,4516,0
4888,2914,0
4888,11407,0
4888,391,0
4899,606,0
4899,5036,0
4899,4273,0
4902,6983,0
4902,2461,0
4902,3162,0
4946,6058,0
4946,7989,0
4946,7170,0
4946,6201,0
4954,50,0
4954,4310,0
4954,9347,0
4954,1979,0
4954,8370,0
4954,5196,0
4954,10133,0
4954,3701,0
4954,5125,0
4954,7921,0
4954,6332,0
4954,2196,0
4954,6480,0
4954,3538,0
4954,4865,0
4954,6504,0
4954,8358,0
4954,1737,0
4954,10096,0
4954,8479,0
4954,7588,0
4954,7880,0
4954,4808,0
4954,10373,0
4973,6546,0
4973,10715,0
4973,1637,0
4973,5757,0
4973,5532,0
4973,2382,0
4973,11141,0
4998,5062,0
4998,3810,0
4998,5361,0
4998,10930,0
5026,5418,0
5026,6308,0
5026,862,0
5030,8075,0
5030,3618,0
5032,889,0
5032,5986,0
5032,956,0
5032,1783,0
5035,593,0
5035,6932,0
5035,9043,0
5052,593,0
5052,6795,0
5057,5245,0
5057,7387,0
5057,2635,0
5057,8874,0
5080,7623,0
5080,6140,0
5114,5569,0
5114,5384,0
5147,8851,0
5147,8402,0
5167,4884,0
5167,2149,0
5167,5085,0
5167,2917,0
5169,2981,0
5169,1872,0
5171,2184,0
5171,10830,0
5171,156,0
5189,11059,0
5189,4475,0
5189,6970,0
5189,6503,0
5190,7504,0
5190,7170,0
5190,4248,0
5209,7317,0
5209,10117,0
5209,487,0
5209,7071,0
5209,11306,0
5215,66,0
5215,1142,0
5235,7809,0
5235,9639,0
5235,5318,0
5235,8777,0
5235,7153,0
5266,4889,0
5266,8615,0
5266,1396,0
5266,1888,0
5266,70,0
5266,2523,0
5266,7657,0
5266,4217,0
5266,9480,0
5266,9323,0
5266,11138,0
5266,2035,0
5266,5224,0
5266,1958,0
5266,7269,0
5266,1119,0
5266,4218,0
5266,9568,0
5266,8118,0
5266,4477,0
5266,10417,0
5266,9632,0
5266,501,0
5266,5465,0
5282,6495,0
5286,4766,0
5286,11112,0
5286,6433,0
5286,4796,0
5286,4638,0
5286,5037,0
5286,7193,0
5286,2518,0
5286,7837,0
5286,10775,0
5286,1953,0
5286,3514,0
5286,7604,0
5286,5933,0
5286,6500,0
5286,4624,0
5286,392,0
5286,11607,0
5286,2597,0
5286,9335,0
5286,6356,0
5286,8416,0
5286,5995,0
5286,10532,0
5298,11672,0
5298,6702,0
5298,2927,0
5318,9409,6
5320,1684,0
5320,1859,0
5320,8715,0
5324,5176,0
5324,5367,0
5324,5347,0
5324,6974,0
5324,4005,0
5344,11626,0
5344,8811,0
5344,6436,0
5377,831,0
5377,4479,0
5379,156,0
5379,9310,0
5379,2125,0
5406,11524,0
5406,7263,0
5406,3339,0
5419,7163,0
5419,2994,0
5419,948,0
5450,11020,0
5450,9069,0
5450,4843,0
5450,357,0
5450,8909,0
5450,1647,0
5450,4935,0
5450,4117,0
5450,5368,0
5450,2415,0
5450,6406,0
5450,465,0
5450,937,0
5450,0,0
5450,776,0
5450,7091,0
5450,9554,0
5450,11315,0
5450,5826,0
5450,7655,0
5450,3024,0
5450,7968,0
5450,11494,0
5450,10015,0
5466,5804,0
5466,11130,0
5466,11004,0
5466,7718,0
5496,7455,0
5496,5400,0
5496,9949,0
5496,6374,0
5508,755,0
5508,2843,0
5508,1017,0
5512,6683,0
5515,2343,0
5515,3855,0
5515,2068,0
5555,1831,0
5555,8107,0
5555,8831,0
5555,8168,0
5577,8664,0
5577,9507,0
5588,9984,0
5588,6895,0
5601,1907,0
5601,3154,0
5601,890,0
5601,11202,0
5601,3556,0
5601,4722,0
5601,6969,0
5601,6134,0
5601,1947,0
5601,1394,0
5601,719,0
5601,7437,0
5601,5675,0
5601,9805,0
5601,8440,0
5601,4669,0
5601,4143,0
5601,10028,0
5601,4249,0
5601,4601,0
5601,10062,0
5601,10280,0
5601,8223,0
5601,7224,0
5629,4159,0
5629,5176,0
5629,5367,0
5629,8832,0
5632,9397,0
5632,1442,0
5632,372,0
5650,8939,0
5650,8105,0
5650,9294,0
5650,4021,0
5659,8979,0
5659,3832,0
5659,8812,0
5659,11061,0
5674,759,0
5677,8402,0
5677,2776,0
5677,9308,0
5677,11002,0
5677,4944,0
5677,10310,0
5693,11127,0
5693,11521,0
5693,1612,0
5702,8851,0
5702,11033,0
5702,2994,0
5739,593,0
5739,6932,0
5739,2160,0
5751,7851,0
5751,3019,0
5751,10686,0
5785,7579,0
5785,10541,0
5785,5377,0
5847,5848,0
5847,6766,0
5847,8469,0
5847,2437,0
5847,8963,0
5847,4570,0
5847,2502,0
5847,8354,0
5847,10777,0
5847,10087,0
5847,5580,0
5847,8059,0
5847,11057,0
5847,4095,0
5847,2111,0
5847,3094,0
5856,6607,0
5856,1840,0
5864,9134,0
5864,6670,0
5864,11424,0
5877,8728,6
5899,6212,0
5899,10351,0
5899,11258,0
5899,11070,0
5899,5503,0
5899,7506,0
5899,5751,0
5899,11366,0
5899,1793,0
5899,1681,0
5899,5674,0
5899,9117,0
5899,9842,0
5899,2897,0
5899,5004,0
5899,7411,0
5899,4762,0
5899,2423,0
5899,3884,0
5899,5634,0
5899,7435,0
5899,569,0
5899,9900,0
5899,3278,0
5909,5123,0
5909,6932,0
5909,6795,0
5916,7937,0
5916,2000,0
5932,10436,0
5932,6695,0
5932,5616,0
5942,10189,0
5942,579,0
5942,6940,0
5942,7300,0
5956,2981,0
5956,1126,0
5956,2302,0
5962,2934,0
5962,6410,0
5962,2057,0
5962,7522,0
5984,5892,0
5984,7471,0
5984,10250,0
6003,9028,0
6003,25,0
6013,8689,0
6013,1764,0
6038,1732,0
6038,6285,0
6038,9763,0
6038,8574,0
6038,8294,0
6038,90,0
6038,11270,0
6038,10001,0
6038,3183,0
6038,9168,0
6038,10263,0
6038,1432,0
6038,3471,0
6038,7475,0
6038,5005,0
6038,8376,0
6083,6988,0
6083,273,0
6105,10759,0
6105,11052,0
6105,520,0
6112,7813,0
6112,7489,0
6112,8,0
6112,674,0
6123,8127,0
6123,6249,0
6141,6407,0
6141,5366,0
6141,3559,0
6141,445,0
6161,499,0
6161,2555,0
6185,507,0
6194,9726,0
6194,11670,0
6216,9581,0
6216,5151,0
6216,11641,0
6249,10862,0
6249,9176,0
6249,3008,0
6278,25,0
6278,8753,0
6282,1464,0
6282,11177,0
6282,9809,0
6295,162,0
6295,9780,0
6295,7609,0
6295,2465,0
6299,4959,0
6299,355,0
6308,6162,0
6308,8316,0
6308,1052,0
6308,6615,0
6308,992,0
6336,6100,0
6336,11464,0
6336,5245,0
6357,2642,0
6357,3490,0
6357,2431,0
6357,2586,0
6384,3394,0
6384,755,0
6384,6893,0
6384,2843,0
6384,5440,0
6424,9167,0
6424,4679,0
6424,10201,0
6424,7174,0
6424,1066,0
6424,5211,0
6424,6236,0
6424,1919,0
6424,7712,0
6424,2805,0
6424,5462,0
6424,5521,0
6424,3870,0
6424,614,0
6424,8172,0
6424,349,0
6424,5817,0
6424,8410,0
6424,9844,0
6424,9387,0
6424,3390,0
6424,124,0
6424,4699,0
6424,987,0
6438,2981,0
6438,1126,0
6438,2302,0
6442,6954,5
6464,3526,0
6464,11305,0
6469,9203,0
6469,10728,0
6469,4465,0
6474,11002,0
6474,10310,0
6474,9995,0
6474,3199,0
6474,8268,0
6485,1832,0
6485,885,0
6492,89,0
6492,7945,0
6492,2376,0
6498,654,0
6499,822,0
6499,6207,0
6499,7005,0
6511,5123,0
6511,9851,0
6513,3823,0
6513,11370,0
6513,3835,0
6525,2701,0
6525,6896,0
6526,6075,0
6526,5735,0
6526,4003,0
6534,3306,6
6578,2900,0
6578,8112,0
6630,7533,0
6630,9698,0
6630,6024,0
6630,1559,0
6630,10307,0
6630,271,0
6630,3423,0
6630,5729,0
6630,2129,0
6630,8008,0
6630,11655,0
6630,3174,0
6630,4953,0
6630,11659,0
6630,6016,0
6630,3510,0
6646,4603,0
6646,1764,0
6646,5745,0
6647,1084,0
6647,2795,0
6647,10363,0
6647,5813,0
6647,11313,0
6647,9999,0
6647,5473,0
6647,11443,0
6647,6778,0
6647,3474,0
6647,9662,0
6647,8685,0
6647,11536,0
6647,11501,0
6647,3066,0
6647,628,0
6647,11517,0
6647,9978,0
6647,11635,0
6647,8774,0
6647,6412,0
6647,7353,0
6647,3747,0
